file,line,raw,normalized,context
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1686,01,1,| R1 第 1459 行 | B-01 表述之旧版 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1692,01,1,| A-01 | 第 4 行 | 署名「Ryo（雷欧）」改为「Ryo Eng」 | T4·L7
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1692,4,4,| A-01 | 第 4 行 | 署名「Ryo（雷欧）」改为「Ryo Eng」 | T4·L7·S4 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1693,02,2,| A-02 | 第 6 行 | 版本行改为 R3 合并斧正本 | T3·L7·S3 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1693,6,6,| A-02 | 第 6 行 | 版本行改为 R3 合并斧正本 | T3·L7·S3 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1694,03,3,| A-03 | 第 59 行 | 「第四份交付件」改为**审计工作底稿**，明列于正式交付物
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1694,59,59,| A-03 | 第 59 行 | 「第四份交付件」改为**审计工作底稿**，明列于正式交付物之外 | T3
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1695,04,4,| A-04 | 第 421 行 | 「完全可由抽样方差解释」改为「与纯抽样方差机制高度一致，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1695,421,421,| A-04 | 第 421 行 | 「完全可由抽样方差解释」改为「与纯抽样方差机制高度一致，不足以作为选参依
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1696,05,5,| A-05 | 第 856 行 | Wilson 反解改为逐指标反解，禁写死 n ≥ 30，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1696,856,856,| A-05 | 第 856 行 | Wilson 反解改为逐指标反解，禁写死 n ≥ 30，并加 n_eff
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1696,30,30,05 | 第 856 行 | Wilson 反解改为逐指标反解，禁写死 n ≥ 30，并加 n_eff 簇内校正 | T2·L3·S2 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1697,06,6,| A-06 | 第 1290 行 | MDE 定式改为须依 estimand 与设计分别推导
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1697,1290,1290,| A-06 | 第 1290 行 | MDE 定式改为须依 estimand 与设计分别推导 | T2·L3·
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1698,07,7,| A-07 | 第 1375 行 | 删「等价第 40 局」括注与「退一步改 `round_
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1698,1375,1375,| A-07 | 第 1375 行 | 删「等价第 40 局」括注与「退一步改 `round_no >= 40`
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1698,40,40,| A-07 | 第 1375 行 | 删「等价第 40 局」括注与「退一步改 `round_no >= 40`」退路 | T2·L2·S
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1698,40,40,75 行 | 删「等价第 40 局」括注与「退一步改 `round_no >= 40`」退路 | T2·L2·S2 |
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,08,8,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,1645,1645,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,1650,1650,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,1,1,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,2,2,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,2,2,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,3,3,"| A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,4,4,"A-08 | 第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,1,1,"第 1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1699,6,6,"1645~1650 行 | 自我限制编号重号（1,2,2,3,4）更正为 1~6 | T3·L7·S4 |"
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1701,03,3,### A-03 之依据
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1707,04,4,### A-04 之依据
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1713,05,5,### A-05 之依据
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1717,30,30,名义 n = 30 之有效样本量可能远低于 30。
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1717,30,30,名义 n = 30 之有效样本量可能远低于 30。
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1719,06,6,### A-06 之依据
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1721,2.802,2.802,`2.802` 隐含特定 α、检定力、双侧与同方差假设。本项目实际涉及玩家层聚类、
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1724,07,7,### A-07 之依据
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1726,01,1,B-01 之病因为「绝对局号坐标不可跨靴长比较」。50 改 40 只是换一个错误坐标，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1726,50,50,B-01 之病因为「绝对局号坐标不可跨靴长比较」。50 改 40 只是换一个错误坐标，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1726,40,40,B-01 之病因为「绝对局号坐标不可跨靴长比较」。50 改 40 只是换一个错误坐标，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1727,0.80,0.8,并未修复坐标系。且 `shoe_pos >= 0.80` 与「第 40 局」仅在 50 局靴上近似对应，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1727,40,40,并未修复坐标系。且 `shoe_pos >= 0.80` 与「第 40 局」仅在 50 局靴上近似对应，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1727,50,50,未修复坐标系。且 `shoe_pos >= 0.80` 与「第 40 局」仅在 50 局靴上近似对应，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1733,1,1,1. **`shoe_pos >= 0.80` 之 0.80 本身仍是待验参数**
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1733,0.80,0.8,1. **`shoe_pos >= 0.80` 之 0.80 本身仍是待验参数**。R2 已修复坐标系，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1733,0.80,0.8,1. **`shoe_pos >= 0.80` 之 0.80 本身仍是待验参数**。R2 已修复坐标系，
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1734,0.80,0.8,但未修复参数。0.80 须经「探索分布 → 候选集 → 训练期选参 → Purged Walk-forw
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1737,2,2,2. **「三十追溯 + 十四问」之正名未完成**。第七章现题「『四十道要求』之正
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1738,2.1,2.1,破而未立：十四问已实测坐实（需求 §2.1 六问 + §2.2 八问），
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1738,2.2,2.2,破而未立：十四问已实测坐实（需求 §2.1 六问 + §2.2 八问），
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1739,88,88,而「三十追溯」之实体尚未定位——全档最细层级清点为 88 条，与本档所载一致。
a168_多源风控文档交叉核验说明书_R3合并斧正本_审计工作底稿.qmd,1740,3,3,3. **本底稿之证据等级上限仍为「文档交叉核验」**。十二份文档中，
a168_机制取证清单_v1.md,19,001,1,**当前**：`SC-001 ～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-0
a168_机制取证清单_v1.md,19,025,25,**当前**：`SC-001 ～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-01` 电脑／SQ
a168_机制取证清单_v1.md,19,24,24,**当前**：`SC-001 ～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-01` 电脑／SQL Lab 间
a168_机制取证清单_v1.md,19,1,1,**当前**：`SC-001 ～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-01` 电脑／SQL Lab 间歇性宕机 🟠
a168_机制取证清单_v1.md,19,019,19,当前**：`SC-001 ～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-01` 电脑／SQL Lab 间歇性宕机 🟠 LEAD ONL
a168_机制取证清单_v1.md,19,01,1,～ SC-025`（成立 24，撤销 1 ＝ `SC-019`）｜`MECH-01` 电脑／SQL Lab 间歇性宕机 🟠 LEAD ONLY
a168_机制取证清单_v1.md,35,010,10,*：`stdout` 未贴出者，该格视同 ⚪ UNKNOWN。转述不计（`SC-010`）。
a168_机制取证清单_v1.md,44,"6,143,388",6143388,"└── CSV 停止于 row 6,143,388"
a168_机制取证清单_v1.md,47,"6,143,389",6143389,"│      DB62 证库端可交付 6,143,389～6,200,000"
a168_机制取证清单_v1.md,47,"6,200,000",6200000,"│      DB62 证库端可交付 6,143,389～6,200,000"
a168_机制取证清单_v1.md,48,08,8,│      08-15 OBSERVED ／ 08-12 INFERRED（须设库内容未变）
a168_机制取证清单_v1.md,48,15,15,│      08-15 OBSERVED ／ 08-12 INFERRED（须设库内容未变）
a168_机制取证清单_v1.md,48,08,8,│      08-15 OBSERVED ／ 08-12 INFERRED（须设库内容未变）
a168_机制取证清单_v1.md,48,12,12,│      08-15 OBSERVED ／ 08-12 INFERRED（须设库内容未变）
a168_机制取证清单_v1.md,58,01,1,`MECH-01` 不占特殊地位，可落在 B/C/D/E 任一层，**落在哪一层决定它能否解释
a168_机制取证清单_v1.md,58,"56,612",56612,"` 不占特殊地位，可落在 B/C/D/E 任一层，**落在哪一层决定它能否解释 56,612**。"
a168_机制取证清单_v1.md,62,0,0,## Phase 0 · 证据保全（未完成前，一步不得往下走）
a168_机制取证清单_v1.md,68,1,1,| P0-1 | 两 CSV 之六元组落档 | 文件名＋行数＋字节＋MD5＋行尾＋编码。**行
a168_机制取证清单_v1.md,69,2,2,| P0-2 | 复制只读副本至独立目录 | 后续一切读取对副本进行；原档设只读属性 |
a168_机制取证清单_v1.md,70,3,3,| P0-3 | 下载目录整目录快照 | 含 `.crdownload` / `.tmp` /
a168_机制取证清单_v1.md,71,4,4,| P0-4 | 浏览器下载历史导出成档 | 导出为档案，不得只截图 |
a168_机制取证清单_v1.md,72,5,5,| P0-5 | Event Viewer 导出 `.evtx` | System ＋ App
a168_机制取证清单_v1.md,72,2026,2026,导出 `.evtx` | System ＋ Application，**范围 2026-08-08 ～ 今日** |
a168_机制取证清单_v1.md,72,08,8,.evtx` | System ＋ Application，**范围 2026-08-08 ～ 今日** |
a168_机制取证清单_v1.md,72,08,8,tx` | System ＋ Application，**范围 2026-08-08 ～ 今日** |
a168_机制取证清单_v1.md,73,6,6,| P0-6 | Superset / SQL Lab 查询历史导出 | 含 Query ID
a168_机制取证清单_v1.md,74,7,7,| P0-7 | 拼接／导出脚本与其 stdout 全部收拢 | R、Python、shell
a168_机制取证清单_v1.md,76,3,3,> **P0-3 ～ P0-6 必须在 `E03` 之前完成**，否则复现实验会将其覆盖。
a168_机制取证清单_v1.md,76,6,6,> **P0-3 ～ P0-6 必须在 `E03` 之前完成**，否则复现实验会将其覆盖。
a168_机制取证清单_v1.md,78,1,1,FILE UNCHANGED` 仍无法证明**——无旧 baseline。P0-1 只是**建立今日之 baseline**，供此后比对，不得追溯。
a168_机制取证清单_v1.md,82,1,1,## Phase 1 · 只读证物
a168_机制取证清单_v1.md,86,"6,143,388",6143388,"**依据**：`6,143,388 = 61 × 100,000 + 43,388`；`DB62` ＝ 第 62 批"
a168_机制取证清单_v1.md,86,61,61,"**依据**：`6,143,388 = 61 × 100,000 + 43,388`；`DB62` ＝ 第 62 批。故 CS"
a168_机制取证清单_v1.md,86,"100,000",100000,"**依据**：`6,143,388 = 61 × 100,000 + 43,388`；`DB62` ＝ 第 62 批。故 CSV 疑为分批拼接（I"
a168_机制取证清单_v1.md,86,"43,388",43388,"**依据**：`6,143,388 = 61 × 100,000 + 43,388`；`DB62` ＝ 第 62 批。故 CSV 疑为分批拼接（INFERRED）"
a168_机制取证清单_v1.md,86,62,62,"388 = 61 × 100,000 + 43,388`；`DB62` ＝ 第 62 批。故 CSV 疑为分批拼接（INFERRED）。"
a168_机制取证清单_v1.md,93,62,62,② 第 62 批之独立档案（其大小与 mtime 直接给出事件时点）
a168_机制取证清单_v1.md,102,62,62,"| 中间批档存在，第 62 批档为 43,388 行 | 截断发生于**批 62 之取得或写入**；B/C/"
a168_机制取证清单_v1.md,102,"43,388",43388,"| 中间批档存在，第 62 批档为 43,388 行 | 截断发生于**批 62 之取得或写入**；B/C/D/E 可就该批单独取"
a168_机制取证清单_v1.md,102,62,62,"| 中间批档存在，第 62 批档为 43,388 行 | 截断发生于**批 62 之取得或写入**；B/C/D/E 可就该批单独取证 | 「因此是宕机」 |"
a168_机制取证清单_v1.md,103,62,62,"| 中间批档存在，第 62 批档为 100,000 行 | 截断发生于**拼接阶段**（F 枝显著升格） |"
a168_机制取证清单_v1.md,103,"100,000",100000,"| 中间批档存在，第 62 批档为 100,000 行 | 截断发生于**拼接阶段**（F 枝显著升格） | 「因此拼接脚本有 bu"
a168_机制取证清单_v1.md,107,"6,143,388",6143388,"> **反向锁**：若查得 CSV 系**单次导出**（非拼接），则 `6,143,388 = 61×100,000 + 43,388` 降为**巧合**，本项作废，不得留"
a168_机制取证清单_v1.md,107,61,61,"*：若查得 CSV 系**单次导出**（非拼接），则 `6,143,388 = 61×100,000 + 43,388` 降为**巧合**，本项作废，不得留作旁证。"
a168_机制取证清单_v1.md,107,"100,000",100000,"查得 CSV 系**单次导出**（非拼接），则 `6,143,388 = 61×100,000 + 43,388` 降为**巧合**，本项作废，不得留作旁证。"
a168_机制取证清单_v1.md,107,"43,388",43388,"单次导出**（非拼接），则 `6,143,388 = 61×100,000 + 43,388` 降为**巧合**，本项作废，不得留作旁证。"
a168_机制取证清单_v1.md,113,002,2,**先决**：测定该 CSV 之行尾体例。**依 `SC-002`：数 `\r` 字节，禁用 `$` 锚点。**
a168_机制取证清单_v1.md,117,"2,206,612,719",2206612719,"file.size(f)                       # 应为 2,206,612,719"
a168_机制取证清单_v1.md,118,8192,8192,"con <- file(f, ""rb""); seek(con, n - 8192)"
a168_机制取证清单_v1.md,119,8192,8192,"tl <- readBin(con, ""raw"", 8192); close(con)"
a168_机制取证清单_v1.md,121,0,0,sum(tl == as.raw(0x0d))                 # \r 计数（尾段 8 KiB）
a168_机制取证清单_v1.md,121,8,8,s.raw(0x0d))                 # \r 计数（尾段 8 KiB）
a168_机制取证清单_v1.md,122,0,0,sum(tl == as.raw(0x0a))                 # \n 计数
a168_机制取证清单_v1.md,124,0,0,sum(tl == as.raw(0x00))                 # 空字节填充计数
a168_机制取证清单_v1.md,125,600,600,cat(rawToChar(tl[(length(tl)-600):length(tl)]))   # 还原末两行
a168_机制取证清单_v1.md,132,24,24,| `E01a` | 末行 24 字段是否完整 | 🟠 **已间接证实**（§七甲 边界比对之末行即此行，逐列一致
a168_机制取证清单_v1.md,134,0,0,| `E01c` | 换行之后是否有残缺字节 / `0x00` | ⚪ |
a168_机制取证清单_v1.md,142,0,0,| 尾部存在 `0x00` 填充 | 存在**文件系统级写入异常**痕迹 | 任何关于起因之结论
a168_机制取证清单_v1.md,150,2026,2026,"**切点固定为字符串形**：`(dt='2026-05-06', member_id='145011639', dealer_i"
a168_机制取证清单_v1.md,150,05,5,"**切点固定为字符串形**：`(dt='2026-05-06', member_id='145011639', dealer_id='"
a168_机制取证清单_v1.md,150,06,6,"**切点固定为字符串形**：`(dt='2026-05-06', member_id='145011639', dealer_id='225"
a168_机制取证清单_v1.md,150,145011639,145011639,"固定为字符串形**：`(dt='2026-05-06', member_id='145011639', dealer_id='2256')`"
a168_机制取证清单_v1.md,150,2256,2256,"-06', member_id='145011639', dealer_id='2256')`"
a168_机制取证清单_v1.md,151,002,2,**禁用数值比较**——`DR-LOAD-002` 已将 `dealer_id` 退出数值化名单（抹前导零）。
a168_机制取证清单_v1.md,156,05,5,Q1  CSV 中 05-06 之 member_id='145011639' 的 dealer_id
a168_机制取证清单_v1.md,156,06,6,Q1  CSV 中 05-06 之 member_id='145011639' 的 dealer_id 集合
a168_机制取证清单_v1.md,156,145011639,145011639,Q1  CSV 中 05-06 之 member_id='145011639' 的 dealer_id 集合
a168_机制取证清单_v1.md,163,"12,685",12685,"| 结果 | 定 `12,685 / 12,686` | 定终止点性质 |"
a168_机制取证清单_v1.md,163,"12,686",12686,"| 结果 | 定 `12,685 / 12,686` | 定终止点性质 |"
a168_机制取证清单_v1.md,165,"12,686",12686,"| `Q1 ⊊ Q2`（该会员两侧皆现） | **12,686** — 戊之两比值改 6.023 / 31.730 | 切点落于**会员内部*"
a168_机制取证清单_v1.md,165,6.023,6.023,"Q1 ⊊ Q2`（该会员两侧皆现） | **12,686** — 戊之两比值改 6.023 / 31.730 | 切点落于**会员内部**，不对应任何语义边界 |"
a168_机制取证清单_v1.md,165,31.730,31.73,"（该会员两侧皆现） | **12,686** — 戊之两比值改 6.023 / 31.730 | 切点落于**会员内部**，不对应任何语义边界 |"
a168_机制取证清单_v1.md,166,"12,685",12685,"| `Q1 = Q2`（该会员在 CSV 内完结） | **12,685** — 戊之原值成立 | 切点恰落于**会员边界** |"
a168_机制取证清单_v1.md,171,013,13,*支持**「任意行截断」之**形态**解释，**不等于**证明电脑宕机（`SC-013`：以形状代机制）。
a168_机制取证清单_v1.md,172,023,23,"- 无论结果为何，`SC-023` 之定性（12,685 系减法推得，不得冒充已验证集合基数）**不撤销**。本"
a168_机制取证清单_v1.md,172,"12,685",12685,"- 无论结果为何，`SC-023` 之定性（12,685 系减法推得，不得冒充已验证集合基数）**不撤销**。本测只补末位。"
a168_机制取证清单_v1.md,182,"6,100,001",6100001,"| L1 | `CSV[6,100,001:6,143,388]` 原始字节数 vs `DB62[1:43,388]` 原"
a168_机制取证清单_v1.md,182,"6,143,388",6143388,"| L1 | `CSV[6,100,001:6,143,388]` 原始字节数 vs `DB62[1:43,388]` 原始字节数 | 总体"
a168_机制取证清单_v1.md,182,1,1,"SV[6,100,001:6,143,388]` 原始字节数 vs `DB62[1:43,388]` 原始字节数 | 总体 |"
a168_机制取证清单_v1.md,182,"43,388",43388,"[6,100,001:6,143,388]` 原始字节数 vs `DB62[1:43,388]` 原始字节数 | 总体 |"
a168_机制取证清单_v1.md,189,359.19,359.19,"主 CSV  均行 ≈ 359.19 B      （2,206,612,719 ÷ 6,143,388）"
a168_机制取证清单_v1.md,189,"2,206,612,719",2206612719,"主 CSV  均行 ≈ 359.19 B      （2,206,612,719 ÷ 6,143,388）"
a168_机制取证清单_v1.md,189,"6,143,388",6143388,"SV  均行 ≈ 359.19 B      （2,206,612,719 ÷ 6,143,388）"
a168_机制取证清单_v1.md,190,384.25,384.25,"DB62    均行 =  384.25 B      （   38,424,595 ÷    100,000）"
a168_机制取证清单_v1.md,190,"38,424,595",38424595,"DB62    均行 =  384.25 B      （   38,424,595 ÷    100,000）"
a168_机制取证清单_v1.md,190,"100,000",100000,"均行 =  384.25 B      （   38,424,595 ÷    100,000）"
a168_机制取证清单_v1.md,191,6.98%,0.0698,差                +6.98%
a168_机制取证清单_v1.md,204,016,16,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不
a168_机制取证清单_v1.md,204,0,0,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确
a168_机制取证清单_v1.md,204,7,7,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确 jo
a168_机制取证清单_v1.md,204,0,0,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确 join）**属值
a168_机制取证清单_v1.md,204,17,17,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确 join）**属值得关联调
a168_机制取证清单_v1.md,204,15,15,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确 join）**属值得关联调查之形态
a168_机制取证清单_v1.md,204,018,18,> 与 `SC-016`（`0E-7` vs `0`、17→15 位）、`SC-018`（容差型数据不适用精确 join）**属值得关联调查之形态**，但**不得一步
a168_机制取证清单_v1.md,208,2,2,## Phase 2 · 易腐日志（须于 `E03` 之前完成快照）
a168_机制取证清单_v1.md,214,08,8,L01` | SQL Lab / Superset Query Log | **08-12 17:30:20 该具体 query 是否成功完成，库端实际产出多少行*
a168_机制取证清单_v1.md,214,12,12,` | SQL Lab / Superset Query Log | **08-12 17:30:20 该具体 query 是否成功完成，库端实际产出多少行** |
a168_机制取证清单_v1.md,214,17,17,SQL Lab / Superset Query Log | **08-12 17:30:20 该具体 query 是否成功完成，库端实际产出多少行** |
a168_机制取证清单_v1.md,214,30,30,L Lab / Superset Query Log | **08-12 17:30:20 该具体 query 是否成功完成，库端实际产出多少行** |
a168_机制取证清单_v1.md,214,20,20,ab / Superset Query Log | **08-12 17:30:20 该具体 query 是否成功完成，库端实际产出多少行** |
a168_机制取证清单_v1.md,218,08,8,pplication crash / system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,218,12,12,ication crash / system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,218,17,17,tion crash / system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,218,30,30,n crash / system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,218,21,21,sh / system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,218,04,4,/ system restart，**重点窗 08-12 17:30 ～ 21:04** |
a168_机制取证清单_v1.md,222,2026,2026,09` | 文件复制 / 移动痕迹 | **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,222,08,8,文件复制 / 移动痕迹 | **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,222,15,15,复制 / 移动痕迹 | **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,222,03,3,/ 移动痕迹 | **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,222,01,1,动痕迹 | **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,222,48,48,| **直接关系 `DB62` mtime 2026-08-15 03:01:48 之成因** |
a168_机制取证清单_v1.md,227,2026,2026,**`L09` 之专用锁**：在证明 `DB62 = 2026-08-12 当晚产生之原始 artifact` 之前——
a168_机制取证清单_v1.md,227,08,8,**`L09` 之专用锁**：在证明 `DB62 = 2026-08-12 当晚产生之原始 artifact` 之前——
a168_机制取证清单_v1.md,227,12,12,**`L09` 之专用锁**：在证明 `DB62 = 2026-08-12 当晚产生之原始 artifact` 之前——
a168_机制取证清单_v1.md,230,2026,2026,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,230,08,8,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,230,15,15,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,230,03,3,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,230,01,1,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,230,48,48,DB62 mtime = 2026-08-15 03:01:48        OBSERVED
a168_机制取证清单_v1.md,231,08,8,DB62 是否为 08-12 原始 artifact          UNKNOWN
a168_机制取证清单_v1.md,231,12,12,DB62 是否为 08-12 原始 artifact          UNKNOWN
a168_机制取证清单_v1.md,234,08,8,**不得进入 08-12 之机制时间链。** 若确认系本轮调查中重新生成，则其为 **method
a168_机制取证清单_v1.md,234,12,12,**不得进入 08-12 之机制时间链。** 若确认系本轮调查中重新生成，则其为 **method art
a168_机制取证清单_v1.md,238,3,3,## Phase 3 · `MECH-E03` 可控复现（最末执行）
a168_机制取证清单_v1.md,242,1,1,1. Phase 0 全部完成
a168_机制取证清单_v1.md,242,0,0,1. Phase 0 全部完成
a168_机制取证清单_v1.md,243,2,2,2. Phase 2 全部快照落档
a168_机制取证清单_v1.md,243,2,2,2. Phase 2 全部快照落档
a168_机制取证清单_v1.md,244,3,3,3. 输出路径**异目录异名**，绝不与原档同名同目录
a168_机制取证清单_v1.md,251,3,3,n = 3           固定三次，全部跑完再判读
a168_机制取证清单_v1.md,257,01,1,*——实验目的是区分**确定性机制 vs 随机性机制**，不是证明 `MECH-01`。
a168_机制取证清单_v1.md,263,"6,143,388",6143388,"| A 三次皆停在 6,143,388 附近 | **确定性机制**显著升格；`MECH-01`（随机宕机）**相对削弱"
a168_机制取证清单_v1.md,263,01,1,"次皆停在 6,143,388 附近 | **确定性机制**显著升格；`MECH-01`（随机宕机）**相对削弱** | 具体在哪一层（B/C/D/E 未分） |"
a168_机制取证清单_v1.md,267,2,2,| 混合（如 2A+1C） | **仅记录，不判读**；须扩充设计后另立 `E03b` | 任何
a168_机制取证清单_v1.md,267,1,1,| 混合（如 2A+1C） | **仅记录，不判读**；须扩充设计后另立 `E03b` | 任何机制结
a168_机制取证清单_v1.md,281,5,5,**红线 5 复述**：不得为求有答案而制造答案；不得因商业报告需要一个故事，就把 `UNKN
a168_机制取证清单_v1.md,291,08,8,A 枝（库端不足）  🔒 EXCLUDED（08-15 OBSERVED / 08-12 INFERRED）
a168_机制取证清单_v1.md,291,15,15,A 枝（库端不足）  🔒 EXCLUDED（08-15 OBSERVED / 08-12 INFERRED）
a168_机制取证清单_v1.md,291,08,8,A 枝（库端不足）  🔒 EXCLUDED（08-15 OBSERVED / 08-12 INFERRED）
a168_机制取证清单_v1.md,291,12,12,枝（库端不足）  🔒 EXCLUDED（08-15 OBSERVED / 08-12 INFERRED）
a168_机制取证清单_v1.md,292,01,1,MECH-01          🟠 LEAD ONLY
