member_id,field_name,business_field,enforcement_type,is_baccarat_member,episode_id,start_date,start_time,value_before,value_after,start_operator,start_operator_lv,parse_sep,parse_status,release_date,censored,last_bet_date,n_bets_in_window,last_config_time,days_since_last_bet,censor_cutoff_days,censor_reason,duration_days,episode_seq
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-05-25 00:02:12,2026-05-25,2026-05-25 00:02:12,Y,N,55879,5,COLON,OK,2026-05-26,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,1,4
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-05-26 12:50:48,2026-05-26,2026-05-26 12:50:48,Y,N,55879,5,COLON,OK,2026-06-01,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,6,5
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-06-08 00:02:17,2026-06-08,2026-06-08 00:02:17,Y,N,55879,5,COLON,OK,2026-07-09,0,2026-07-09,5713,2026-07-13 00:01:38,28,7,NOT_CENSORED,31,6
148591455,mem017,canbet,CANBET_下注权限,1,148591455#mem017#2026-07-13 00:01:38,2026-07-13,2026-07-13 00:01:38,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-09,5713,2026-07-13 00:01:38,28,7,INACTIVE_BEFORE_END,25,7
148591729,mem016,enable,ENABLE_账户启停,1,148591729#mem016#2026-04-13 20:42:39,2026-04-13,2026-04-13 20:42:39,Y,N,55879,5,COLON,OK,2026-05-09,0,2026-05-09,5448,2026-05-11 04:39:34,89,7,NOT_CENSORED,26,1
148591729,mem017,canbet,CANBET_下注权限,1,148591729#mem017#2026-05-11 04:39:34,2026-05-11,2026-05-11 04:39:34,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-05-09,5448,2026-05-11 04:39:34,89,7,INACTIVE_BEFORE_END,88,2
148628640,mem017,canbet,CANBET_下注权限,1,148628640#mem017#2026-04-19 21:52:13,2026-04-19,2026-04-19 21:52:13,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-18,2325,2026-04-19 21:52:13,110,7,INACTIVE_BEFORE_END,110,1
148710790,mem016,enable,ENABLE_账户启停,1,148710790#mem016#2026-04-28 16:53:27,2026-04-28,2026-04-28 16:53:27,Y,N,56220,5,COLON,OK,2026-04-28,0,2026-04-28,5621,2026-05-05 09:06:07,100,7,NOT_CENSORED,0,1
148710790,mem017,canbet,CANBET_下注权限,1,148710790#mem017#2026-05-05 09:06:07,2026-05-05,2026-05-05 09:06:07,Y,N,56220,5,COLON,OK,2026-08-07,1,2026-04-28,5621,2026-05-05 09:06:07,100,7,INACTIVE_BEFORE_END,94,2
148877679,mem017,canbet,CANBET_下注权限,1,148877679#mem017#2026-04-26 23:36:33,2026-04-26,2026-04-26 23:36:33,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-04-26,7595,2026-04-26 23:36:33,102,7,INACTIVE_BEFORE_END,103,1
148912354,mem017,canbet,CANBET_下注权限,1,148912354#mem017#2026-05-05 13:34:36,2026-05-05,2026-05-05 13:34:36,Y,N,56220,5,COLON,OK,2026-08-07,1,2026-04-23,334,2026-05-05 13:34:36,105,7,INACTIVE_BEFORE_END,94,1
148926718,mem017,canbet,CANBET_下注权限,1,148926718#mem017#2026-05-04 11:35:38,2026-05-04,2026-05-04 11:35:38,Y,N,56220,5,COLON,OK,2026-08-07,1,2026-04-25,871,2026-05-04 11:35:38,103,7,INACTIVE_BEFORE_END,95,1
149182677,mem016,enable,ENABLE_账户启停,1,149182677#mem016#2026-05-04 00:12:40,2026-05-04,2026-05-04 00:12:40,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-03,6691,2026-05-04 00:12:40,95,7,INACTIVE_BEFORE_END,95,1
149210699,mem017,canbet,CANBET_下注权限,1,149210699#mem017#2026-05-03 20:58:35,2026-05-03,2026-05-03 20:58:35,Y,N,54744,3,COLON,OK,2026-08-07,1,2026-05-03,658,2026-05-03 20:58:35,95,7,INACTIVE_BEFORE_END,96,1
149226737,mem017,canbet,CANBET_下注权限,1,149226737#mem017#2026-06-10 15:09:37,2026-06-10,2026-06-10 15:09:37,Y,N,40857,2,COLON,OK,2026-08-07,1,2026-06-08,3795,2026-06-10 19:41:52,59,7,INACTIVE_BEFORE_END,58,1
149226737,mem016,enable,ENABLE_账户启停,1,149226737#mem016#2026-06-10 19:41:52,2026-06-10,2026-06-10 19:41:52,Y,N,55637,4,COLON,OK,2026-08-07,1,2026-06-08,3795,2026-06-10 19:41:52,59,7,INACTIVE_BEFORE_END,58,2
149241109,mem017,canbet,CANBET_下注权限,1,149241109#mem017#2026-05-05 13:33:46,2026-05-05,2026-05-05 13:33:46,Y,N,56220,5,COLON,OK,2026-05-05,0,2026-05-04,16673,2026-05-05 13:46:23,94,7,NOT_CENSORED,0,1
149241109,mem017,canbet,CANBET_下注权限,1,149241109#mem017#2026-05-05 13:46:06,2026-05-05,2026-05-05 13:46:06,Y,N,56220,5,COLON,OK,2026-08-07,1,2026-05-04,16673,2026-05-05 13:46:23,94,7,INACTIVE_BEFORE_END,94,2
149241109,mem016,enable,ENABLE_账户启停,1,149241109#mem016#2026-05-05 13:46:23,2026-05-05,2026-05-05 13:46:23,Y,N,56220,5,COLON,OK,2026-08-07,1,2026-05-04,16673,2026-05-05 13:46:23,94,7,INACTIVE_BEFORE_END,94,3
149270000,mem016,enable,ENABLE_账户启停,1,149270000#mem016#2026-05-11 15:43:59,2026-05-11,2026-05-11 15:43:59,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-03,4204,2026-05-11 15:44:05,95,7,INACTIVE_BEFORE_END,88,1
149270000,mem017,canbet,CANBET_下注权限,1,149270000#mem017#2026-05-11 15:44:05,2026-05-11,2026-05-11 15:44:05,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-03,4204,2026-05-11 15:44:05,95,7,INACTIVE_BEFORE_END,88,2
149270138,mem017,canbet,CANBET_下注权限,1,149270138#mem017#2026-05-11 15:44:13,2026-05-11,2026-05-11 15:44:13,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-06,2474,2026-05-11 15:44:25,92,7,INACTIVE_BEFORE_END,88,1
149270138,mem016,enable,ENABLE_账户启停,1,149270138#mem016#2026-05-11 15:44:25,2026-05-11,2026-05-11 15:44:25,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-06,2474,2026-05-11 15:44:25,92,7,INACTIVE_BEFORE_END,88,2
149272052,mem016,enable,ENABLE_账户启停,1,149272052#mem016#2026-05-11 15:44:31,2026-05-11,2026-05-11 15:44:31,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-07,1530,2026-05-11 15:44:39,91,7,INACTIVE_BEFORE_END,88,1
149272052,mem017,canbet,CANBET_下注权限,1,149272052#mem017#2026-05-11 15:44:39,2026-05-11,2026-05-11 15:44:39,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-07,1530,2026-05-11 15:44:39,91,7,INACTIVE_BEFORE_END,88,2
149272100,mem016,enable,ENABLE_账户启停,1,149272100#mem016#2026-05-11 15:44:45,2026-05-11,2026-05-11 15:44:45,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-09,1415,2026-05-11 15:44:52,89,7,INACTIVE_BEFORE_END,88,1
149272100,mem017,canbet,CANBET_下注权限,1,149272100#mem017#2026-05-11 15:44:52,2026-05-11,2026-05-11 15:44:52,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-09,1415,2026-05-11 15:44:52,89,7,INACTIVE_BEFORE_END,88,2
149354571,mem016,enable,ENABLE_账户启停,1,149354571#mem016#2026-05-31 15:24:00,2026-05-31,2026-05-31 15:24:00,Y,N,56335,4,COLON,OK,2026-08-07,1,2026-05-24,2170,2026-05-31 15:24:00,74,7,INACTIVE_BEFORE_END,68,1
149510750,mem016,enable,ENABLE_账户启停,1,149510750#mem016#2026-05-11 14:13:22,2026-05-11,2026-05-11 14:13:22,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-10,8121,2026-05-11 14:13:22,88,7,INACTIVE_BEFORE_END,88,1
149569317,mem017,canbet,CANBET_下注权限,0,149569317#mem017#2026-05-05 18:59:53,2026-05-05,2026-05-05 18:59:53,Y,N,56219,4,COLON,OK,2026-08-07,1,,,2026-05-05 19:00:02,,7,NO_BET_ACTIVITY,94,1
149569317,mem016,enable,ENABLE_账户启停,0,149569317#mem016#2026-05-05 19:00:02,2026-05-05,2026-05-05 19:00:02,Y,N,56219,4,COLON,OK,2026-08-07,1,,,2026-05-05 19:00:02,,7,NO_BET_ACTIVITY,94,2
149834909,mem017,canbet,CANBET_下注权限,1,149834909#mem017#2026-05-18 14:11:41,2026-05-18,2026-05-18 14:11:41,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-17,5086,2026-05-18 14:11:41,81,7,INACTIVE_BEFORE_END,81,1
149885586,mem016,enable,ENABLE_账户启停,1,149885586#mem016#2026-05-18 17:07:50,2026-05-18,2026-05-18 17:07:50,Y,N,56219,4,COLON,OK,2026-08-07,1,2026-05-11,123,2026-05-18 17:08:03,87,7,INACTIVE_BEFORE_END,81,1
149885586,mem017,canbet,CANBET_下注权限,1,149885586#mem017#2026-05-18 17:08:03,2026-05-18,2026-05-18 17:08:03,Y,N,56219,4,COLON,OK,2026-08-07,1,2026-05-11,123,2026-05-18 17:08:03,87,7,INACTIVE_BEFORE_END,81,2
149940388,mem016,enable,ENABLE_账户启停,0,149940388#mem016#2026-05-31 15:24:06,2026-05-31,2026-05-31 15:24:06,Y,N,56335,4,COLON,OK,2026-08-07,1,,,2026-05-31 15:24:06,,7,NO_BET_ACTIVITY,68,1
150163142,mem017,canbet,CANBET_下注权限,1,150163142#mem017#2026-05-25 13:28:34,2026-05-25,2026-05-25 13:28:34,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-24,9187,2026-05-25 13:28:34,74,7,INACTIVE_BEFORE_END,74,1
150217249,mem016,enable,ENABLE_账户启停,1,150217249#mem016#2026-05-25 15:22:16,2026-05-25,2026-05-25 15:22:16,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-24,1095,2026-05-25 15:22:24,74,7,INACTIVE_BEFORE_END,74,1
150217249,mem017,canbet,CANBET_下注权限,1,150217249#mem017#2026-05-25 15:22:24,2026-05-25,2026-05-25 15:22:24,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-24,1095,2026-05-25 15:22:24,74,7,INACTIVE_BEFORE_END,74,2
150235892,mem016,enable,ENABLE_账户启停,1,150235892#mem016#2026-06-01 15:02:29,2026-06-01,2026-06-01 15:02:29,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-24,1667,2026-06-01 15:02:36,74,7,INACTIVE_BEFORE_END,67,1
150235892,mem017,canbet,CANBET_下注权限,1,150235892#mem017#2026-06-01 15:02:36,2026-06-01,2026-06-01 15:02:36,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-24,1667,2026-06-01 15:02:36,74,7,INACTIVE_BEFORE_END,67,2
150273180,mem016,enable,ENABLE_账户启停,1,150273180#mem016#2026-05-25 15:22:41,2026-05-25,2026-05-25 15:22:41,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-19,472,2026-05-25 15:22:51,79,7,INACTIVE_BEFORE_END,74,1
150273180,mem017,canbet,CANBET_下注权限,1,150273180#mem017#2026-05-25 15:22:51,2026-05-25,2026-05-25 15:22:51,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-19,472,2026-05-25 15:22:51,79,7,INACTIVE_BEFORE_END,74,2
150283594,mem016,enable,ENABLE_账户启停,0,150283594#mem016#2026-05-20 02:39:11,2026-05-20,2026-05-20 02:39:11,Y,N,45819,3,COLON,OK,2026-08-07,1,,,2026-05-20 02:39:11,,7,NO_BET_ACTIVITY,79,1
150502197,mem017,canbet,CANBET_下注权限,1,150502197#mem017#2026-06-01 11:50:31,2026-06-01,2026-06-01 11:50:31,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-30,5608,2026-06-01 11:50:31,68,7,INACTIVE_BEFORE_END,67,1
150535312,mem016,enable,ENABLE_账户启停,1,150535312#mem016#2026-06-01 15:02:44,2026-06-01,2026-06-01 15:02:44,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-28,1370,2026-06-01 15:02:51,70,7,INACTIVE_BEFORE_END,67,1
150535312,mem017,canbet,CANBET_下注权限,1,150535312#mem017#2026-06-01 15:02:51,2026-06-01,2026-06-01 15:02:51,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-28,1370,2026-06-01 15:02:51,70,7,INACTIVE_BEFORE_END,67,2
150739691,mem016,enable,ENABLE_账户启停,1,150739691#mem016#2026-06-01 15:03:32,2026-06-01,2026-06-01 15:03:32,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-31,423,2026-06-01 15:03:38,67,7,INACTIVE_BEFORE_END,67,1
150739691,mem017,canbet,CANBET_下注权限,1,150739691#mem017#2026-06-01 15:03:38,2026-06-01,2026-06-01 15:03:38,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-05-31,423,2026-06-01 15:03:38,67,7,INACTIVE_BEFORE_END,67,2
150798889,mem017,canbet,CANBET_下注权限,1,150798889#mem017#2026-06-01 11:50:19,2026-06-01,2026-06-01 11:50:19,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-05-31,204,2026-06-01 11:50:19,67,7,INACTIVE_BEFORE_END,67,1
150804257,mem017,canbet,CANBET_下注权限,1,150804257#mem017#2026-06-16 11:13:35,2026-06-16,2026-06-16 11:13:35,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-06-07,3762,2026-06-16 11:13:35,60,7,INACTIVE_BEFORE_END,52,1
150867783,mem017,canbet,CANBET_下注权限,1,150867783#mem017#2026-06-08 00:02:23,2026-06-08,2026-06-08 00:02:23,Y,N,55879,5,COLON,OK,2026-07-09,0,2026-07-09,86,2026-07-13 00:01:47,28,7,NOT_CENSORED,31,1
150867783,mem017,canbet,CANBET_下注权限,1,150867783#mem017#2026-07-13 00:01:47,2026-07-13,2026-07-13 00:01:47,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-09,86,2026-07-13 00:01:47,28,7,INACTIVE_BEFORE_END,25,2
150867837,mem017,canbet,CANBET_下注权限,1,150867837#mem017#2026-06-15 00:00:16,2026-06-15,2026-06-15 00:00:16,Y,N,55879,5,COLON,OK,2026-07-21,0,2026-07-24,16292,2026-07-27 04:53:11,13,7,NOT_CENSORED,36,1
150867837,mem017,canbet,CANBET_下注权限,1,150867837#mem017#2026-07-27 04:53:11,2026-07-27,2026-07-27 04:53:11,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-24,16292,2026-07-27 04:53:11,13,7,INACTIVE_BEFORE_END,11,2
150867869,mem017,canbet,CANBET_下注权限,1,150867869#mem017#2026-06-15 00:00:22,2026-06-15,2026-06-15 00:00:22,Y,N,55879,5,COLON,OK,2026-07-25,0,2026-07-25,8263,2026-07-27 04:53:20,12,7,NOT_CENSORED,40,1
150867869,mem017,canbet,CANBET_下注权限,1,150867869#mem017#2026-07-27 04:53:20,2026-07-27,2026-07-27 04:53:20,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-25,8263,2026-07-27 04:53:20,12,7,INACTIVE_BEFORE_END,11,2
150867905,mem017,canbet,CANBET_下注权限,1,150867905#mem017#2026-06-08 00:01:56,2026-06-08,2026-06-08 00:01:56,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-04,2377,2026-06-08 00:01:56,63,7,INACTIVE_BEFORE_END,60,1
150867975,mem017,canbet,CANBET_下注权限,0,150867975#mem017#2026-06-15 00:00:30,2026-06-15,2026-06-15 00:00:30,Y,N,55879,5,COLON,OK,2026-08-07,1,,,2026-06-15 00:00:30,,7,NO_BET_ACTIVITY,53,1
150868015,mem017,canbet,CANBET_下注权限,1,150868015#mem017#2026-06-08 00:02:04,2026-06-08,2026-06-08 00:02:04,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-03,61,2026-06-08 00:02:04,64,7,INACTIVE_BEFORE_END,60,1
150906441,mem016,enable,ENABLE_账户启停,1,150906441#mem016#2026-06-02 23:00:58,2026-06-02,2026-06-02 23:00:58,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-02,31,2026-06-02 23:01:05,65,7,INACTIVE_BEFORE_END,66,1
150906441,mem017,canbet,CANBET_下注权限,1,150906441#mem017#2026-06-02 23:01:05,2026-06-02,2026-06-02 23:01:05,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-02,31,2026-06-02 23:01:05,65,7,INACTIVE_BEFORE_END,66,2
151107935,mem017,canbet,CANBET_下注权限,1,151107935#mem017#2026-06-16 11:13:25,2026-06-16,2026-06-16 11:13:25,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-06-13,4414,2026-06-16 11:13:25,54,7,INACTIVE_BEFORE_END,52,1
151129985,mem016,enable,ENABLE_账户启停,1,151129985#mem016#2026-06-15 16:08:15,2026-06-15,2026-06-15 16:08:15,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-11,475,2026-06-15 16:08:22,56,7,INACTIVE_BEFORE_END,53,1
151129985,mem017,canbet,CANBET_下注权限,1,151129985#mem017#2026-06-15 16:08:22,2026-06-15,2026-06-15 16:08:22,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-11,475,2026-06-15 16:08:22,56,7,INACTIVE_BEFORE_END,53,2
151130093,mem017,canbet,CANBET_下注权限,1,151130093#mem017#2026-06-15 16:09:21,2026-06-15,2026-06-15 16:09:21,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-13,3682,2026-06-15 16:09:27,54,7,INACTIVE_BEFORE_END,53,1
151130093,mem016,enable,ENABLE_账户启停,1,151130093#mem016#2026-06-15 16:09:27,2026-06-15,2026-06-15 16:09:27,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-13,3682,2026-06-15 16:09:27,54,7,INACTIVE_BEFORE_END,53,2
151132797,mem017,canbet,CANBET_下注权限,0,151132797#mem017#2026-06-15 00:00:36,2026-06-15,2026-06-15 00:00:36,Y,N,55879,5,COLON,OK,2026-08-07,1,,,2026-06-15 00:00:36,,7,NO_BET_ACTIVITY,53,1
151133045,mem017,canbet,CANBET_下注权限,1,151133045#mem017#2026-06-15 00:00:55,2026-06-15,2026-06-15 00:00:55,Y,N,55879,5,COLON,OK,2026-06-16,0,2026-08-06,374,2026-07-24 03:53:09,0,7,NOT_CENSORED,1,1
151133045,mem017,canbet,CANBET_下注权限,1,151133045#mem017#2026-06-16 21:57:40,2026-06-16,2026-06-16 21:57:40,Y,N,55879,5,COLON,OK,2026-07-10,0,2026-08-06,374,2026-07-24 03:53:09,0,7,NOT_CENSORED,24,2
151133045,mem017,canbet,CANBET_下注权限,1,151133045#mem017#2026-07-11 02:07:39,2026-07-11,2026-07-11 02:07:39,Y,N,55879,5,COLON,OK,2026-07-24,0,2026-08-06,374,2026-07-24 03:53:09,0,7,NOT_CENSORED,13,3
151133045,mem017,canbet,CANBET_下注权限,1,151133045#mem017#2026-07-24 03:53:09,2026-07-24,2026-07-24 03:53:09,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-08-06,374,2026-07-24 03:53:09,0,7,WINDOW_END,14,4
151133120,mem017,canbet,CANBET_下注权限,1,151133120#mem017#2026-06-14 22:47:21,2026-06-14,2026-06-14 22:47:21,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-14,20,2026-06-14 22:47:21,53,7,INACTIVE_BEFORE_END,54,1
151133181,mem017,canbet,CANBET_下注权限,1,151133181#mem017#2026-06-15 00:01:00,2026-06-15,2026-06-15 00:01:00,Y,N,55879,5,COLON,OK,2026-07-24,0,2026-07-26,2858,2026-07-27 04:53:38,11,7,NOT_CENSORED,39,1
151133181,mem017,canbet,CANBET_下注权限,1,151133181#mem017#2026-07-27 04:53:38,2026-07-27,2026-07-27 04:53:38,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-26,2858,2026-07-27 04:53:38,11,7,INACTIVE_BEFORE_END,11,2
151133233,mem017,canbet,CANBET_下注权限,1,151133233#mem017#2026-06-15 00:01:06,2026-06-15,2026-06-15 00:01:06,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-06-13,129,2026-06-15 00:01:06,54,7,INACTIVE_BEFORE_END,53,1
151133335,mem017,canbet,CANBET_下注权限,1,151133335#mem017#2026-06-15 00:00:49,2026-06-15,2026-06-15 00:00:49,Y,N,55879,5,COLON,OK,2026-07-12,0,2026-07-23,544,2026-08-02 23:57:41,14,7,NOT_CENSORED,27,1
151133335,mem017,canbet,CANBET_下注权限,1,151133335#mem017#2026-07-13 00:02:10,2026-07-13,2026-07-13 00:02:10,Y,N,55879,5,COLON,OK,2026-07-24,0,2026-07-23,544,2026-08-02 23:57:41,14,7,NOT_CENSORED,11,2
151133335,mem017,canbet,CANBET_下注权限,1,151133335#mem017#2026-08-02 23:57:41,2026-08-02,2026-08-02 23:57:41,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-23,544,2026-08-02 23:57:41,14,7,INACTIVE_BEFORE_END,5,3
151133474,mem017,canbet,CANBET_下注权限,0,151133474#mem017#2026-06-15 00:01:17,2026-06-15,2026-06-15 00:01:17,Y,N,55879,5,COLON,OK,2026-08-07,1,,,2026-06-15 00:01:17,,7,NO_BET_ACTIVITY,53,1
151133536,mem017,canbet,CANBET_下注权限,1,151133536#mem017#2026-06-15 00:01:22,2026-06-15,2026-06-15 00:01:22,Y,N,55879,5,COLON,OK,2026-06-16,0,2026-07-20,378,2026-08-02 23:57:49,17,7,NOT_CENSORED,1,1
151133536,mem017,canbet,CANBET_下注权限,1,151133536#mem017#2026-06-22 05:02:23,2026-06-22,2026-06-22 05:02:23,Y,N,55879,5,COLON,OK,2026-07-20,0,2026-07-20,378,2026-08-02 23:57:49,17,7,NOT_CENSORED,28,2
151133536,mem017,canbet,CANBET_下注权限,1,151133536#mem017#2026-08-02 23:57:49,2026-08-02,2026-08-02 23:57:49,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-20,378,2026-08-02 23:57:49,17,7,INACTIVE_BEFORE_END,5,3
151133603,mem017,canbet,CANBET_下注权限,1,151133603#mem017#2026-06-15 00:01:27,2026-06-15,2026-06-15 00:01:27,Y,N,55879,5,COLON,OK,2026-07-21,0,2026-07-23,1817,2026-08-02 23:57:57,14,7,NOT_CENSORED,36,1
151133603,mem017,canbet,CANBET_下注权限,1,151133603#mem017#2026-08-02 23:57:57,2026-08-02,2026-08-02 23:57:57,Y,N,55879,5,COLON,OK,2026-08-07,1,2026-07-23,1817,2026-08-02 23:57:57,14,7,INACTIVE_BEFORE_END,5,2
151154813,mem016,enable,ENABLE_账户启停,0,151154813#mem016#2026-06-15 16:09:36,2026-06-15,2026-06-15 16:09:36,Y,N,56334,5,COLON,OK,2026-08-07,1,,,2026-06-15 16:09:43,,7,NO_BET_ACTIVITY,53,1
151154813,mem017,canbet,CANBET_下注权限,0,151154813#mem017#2026-06-15 16:09:43,2026-06-15,2026-06-15 16:09:43,Y,N,56334,5,COLON,OK,2026-08-07,1,,,2026-06-15 16:09:43,,7,NO_BET_ACTIVITY,53,2
151219868,mem017,canbet,CANBET_下注权限,1,151219868#mem017#2026-06-10 01:43:09,2026-06-10,2026-06-10 01:43:09,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-09,82,2026-06-10 01:43:20,58,7,INACTIVE_BEFORE_END,58,1
151219868,mem016,enable,ENABLE_账户启停,1,151219868#mem016#2026-06-10 01:43:20,2026-06-10,2026-06-10 01:43:20,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-09,82,2026-06-10 01:43:20,58,7,INACTIVE_BEFORE_END,58,2
151222053,mem017,canbet,CANBET_下注权限,1,151222053#mem017#2026-06-15 16:09:52,2026-06-15,2026-06-15 16:09:52,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-09,421,2026-06-15 16:09:58,58,7,INACTIVE_BEFORE_END,53,1
151222053,mem016,enable,ENABLE_账户启停,1,151222053#mem016#2026-06-15 16:09:58,2026-06-15,2026-06-15 16:09:58,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-09,421,2026-06-15 16:09:58,58,7,INACTIVE_BEFORE_END,53,2
151265196,mem017,canbet,CANBET_下注权限,1,151265196#mem017#2026-06-15 21:00:39,2026-06-15,2026-06-15 21:00:39,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-10,8,2026-06-15 21:00:48,57,7,INACTIVE_BEFORE_END,53,1
151265196,mem016,enable,ENABLE_账户启停,1,151265196#mem016#2026-06-15 21:00:48,2026-06-15,2026-06-15 21:00:48,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-10,8,2026-06-15 21:00:48,57,7,INACTIVE_BEFORE_END,53,2
151321845,mem017,canbet,CANBET_下注权限,1,151321845#mem017#2026-06-11 23:25:51,2026-06-11,2026-06-11 23:25:51,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-11,82,2026-06-11 23:26:00,56,7,INACTIVE_BEFORE_END,57,1
151321845,mem016,enable,ENABLE_账户启停,1,151321845#mem016#2026-06-11 23:26:00,2026-06-11,2026-06-11 23:26:00,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-11,82,2026-06-11 23:26:00,56,7,INACTIVE_BEFORE_END,57,2
151336685,mem017,canbet,CANBET_下注权限,1,151336685#mem017#2026-06-21 22:47:00,2026-06-21,2026-06-21 22:47:00,Y,N,12940,3,COLON,OK,2026-06-23,0,2026-07-05,540,2026-08-02 17:27:23,32,7,NOT_CENSORED,2,1
151336685,mem017,canbet,CANBET_下注权限,1,151336685#mem017#2026-07-13 17:11:43,2026-07-13,2026-07-13 17:11:43,Y,N,12940,3,COLON,OK,2026-07-14,0,2026-07-05,540,2026-08-02 17:27:23,32,7,NOT_CENSORED,1,2
151336685,mem017,canbet,CANBET_下注权限,1,151336685#mem017#2026-08-02 17:27:23,2026-08-02,2026-08-02 17:27:23,Y,N,12940,3,COLON,OK,2026-08-07,1,2026-07-05,540,2026-08-02 17:27:23,32,7,INACTIVE_BEFORE_END,5,3
151371945,mem016,enable,ENABLE_账户启停,1,151371945#mem016#2026-06-15 21:01:50,2026-06-15,2026-06-15 21:01:50,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-12,197,2026-06-15 21:01:58,55,7,INACTIVE_BEFORE_END,53,1
151371945,mem017,canbet,CANBET_下注权限,1,151371945#mem017#2026-06-15 21:01:58,2026-06-15,2026-06-15 21:01:58,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-12,197,2026-06-15 21:01:58,55,7,INACTIVE_BEFORE_END,53,2
151499885,mem017,canbet,CANBET_下注权限,1,151499885#mem017#2026-06-22 14:16:58,2026-06-22,2026-06-22 14:16:58,Y,N,56034,3,COLON,OK,2026-08-07,1,2026-06-21,5068,2026-06-22 14:16:58,46,7,INACTIVE_BEFORE_END,46,1
151517928,mem016,enable,ENABLE_账户启停,1,151517928#mem016#2026-06-22 18:59:39,2026-06-22,2026-06-22 18:59:39,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-15,261,2026-06-22 18:59:44,52,7,INACTIVE_BEFORE_END,46,1
151517928,mem017,canbet,CANBET_下注权限,1,151517928#mem017#2026-06-22 18:59:44,2026-06-22,2026-06-22 18:59:44,Y,N,56334,5,COLON,OK,2026-08-07,1,2026-06-15,261,2026-06-22 18:59:44,52,7,INACTIVE_BEFORE_END,46,2
