type_id,name_zh,criterion_column,criterion_source,primary_deliverable,criterion_role,threshold_status,gate,severity,entity_type,window_scope,evidence_ladder,economic_path_status,admit_to_feature_scoring,admit_to_risk_decision,admit_to_reward_decision,source_status,source_bytes,source_rows,source_cols,source_key,primary_status,primary_key,source_column_exists,L1_source_exists,L1b_output_exposed,L2_source_aligned,L3_source_admissible,L4_criterion_eligible,criterion_gate_reason,fanout_max,fanout_p99,fanout_mean,fanout_rate_gt1,fanout_status,absence_class,silent_drop_detected,evidence_level,registry_version,sql_package,atlas_version,atlas_generated_at
T-09,代理线自打／养号,真实流水,S03_agent_score.csv,S03_agent_score.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,AGENT,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,1221781,4191,35,agent_id,AVAILABLE,agent_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,NEVER_BUILT,TRUE,L0_NOT_BUILT,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-10,账务恒等式残差（内控对账／内部舞弊侦测）,resid_identity,现算,ods_a168_bet02（直算，无中间交付件）,IDENTITY,NOT_APPLICABLE,ADVISORY,S4,RISK_OFFICER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,COMPUTED_INLINE_NO_ARTIFACT,,,,,SOURCE_REFERENCE_ONLY_ODS,,,FALSE,,,,,L1 COMPUTED_INLINE_NO_ARTIFACT,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,bet_ip,I_ip_player.csv,I_ip_player.csv,JOIN_KEY,NO_THRESHOLD_BY_DESIGN,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,894966916,696403,147,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,ip_order_share,I_ip_player.csv,I_ip_player.csv,STAT_DIRECTIONAL,PENDING_INVERSE,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,894966916,696403,147,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,jaccard,R02_same_table.csv,I_ip_player.csv,STAT_DIRECTIONAL,PENDING_INVERSE,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,578768565,467723,139,,AVAILABLE,member_id,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,member_per_chain,C01_ip_chain.csv,I_ip_player.csv,STAT_DIRECTIONAL,PENDING_INVERSE,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,9515694,6752,147,bet_ip,AVAILABLE,member_id,TRUE,TRUE,TRUE,FALSE,,,L2 KEY_MISMATCH_OR_PRIMARY_UNAVAILABLE,,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,n_orders_ip,I_ip_player.csv,I_ip_player.csv,STAT_DIRECTIONAL,PENDING_INVERSE,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,894966916,696403,147,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-11,多账户／共享设备,注册时点邻近度,待建（ods_a168_member_dtl 注册时间差分）,I_ip_player.csv,STAT_DIRECTIONAL,BLOCKED,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,TO_BUILD,,,,,AVAILABLE,member_id,,FALSE,,,,,L1 TO_BUILD,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-12,机器人／脚本下注,progress,X_combo.csv,K01_risk_feature_matrix.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,5217,2,133,,AVAILABLE,member_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-12,机器人／脚本下注,side_entropy,K01_risk_feature_matrix.csv,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-12,机器人／脚本下注,stake_cv,K01_risk_feature_matrix.csv,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-12,机器人／脚本下注,下注时点延迟方差,待建（bet08 − gi004 之会员内方差）,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,BLOCKED,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,TO_BUILD,,,,,AVAILABLE,member_id,,FALSE,,,,,L1 TO_BUILD,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-13,夜间异常活动,bet_hour,K01_risk_feature_matrix.csv,K01_risk_feature_matrix.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-13,夜间异常活动,night_share,K01_risk_feature_matrix.csv,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,BLOCKED,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,140841011,120063,142,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-14,限红试探,limit_change_time,ods_a168_betchange_log,TL14_limit_treatment.csv,JOIN_KEY,NO_THRESHOLD_BY_DESIGN,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,SOURCE_REFERENCE_ONLY_ODS,,,,,AVAILABLE,member_id,,FALSE,,,,,L1 SOURCE_REFERENCE_ONLY_ODS,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-14,限红试探,注额贴顶率,待建（bet13/限红上限 之贴顶比例）,TL14_limit_treatment.csv,STAT_DIRECTIONAL,BLOCKED,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,TO_BUILD,,,,,AVAILABLE,member_id,,FALSE,,,,,L1 TO_BUILD,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-14,限红试探,贴顶后回撤,待建（贴顶遭拒后之下一注额）,TL14_limit_treatment.csv,REFERENCE,BLOCKED,BLOCK,S2,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,TO_BUILD,,,,,AVAILABLE,member_id,,FALSE,,,,,L1 TO_BUILD,,,,,NOT_RUN,,FALSE,L0_SOURCE_UNAVAILABLE,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,n_ip,S05_member_month_panel.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,335304114,278729,145,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,silent_days,S01_player_score.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,792795435,723442,146,member_id,AVAILABLE,member_id,FALSE,TRUE,FALSE,,,,L1b OUTPUT_NOT_EXPOSED,,,,,NOT_RUN,CTE_ALIAS_NOT_EXPORTED,TRUE,L4_CTE_ALIAS_ONLY,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,span_days,S01_player_score.csv,S01_player_score.csv,REFERENCE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,792795435,723442,146,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,活跃稳定,S05_member_month_panel.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,335304114,278729,145,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,流水贡献,S05_member_month_panel.csv,S01_player_score.csv,STAT_DIRECTIONAL,PENDING_INVERSE,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,335304114,278729,145,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
T-15,静默复活／账户接管,生命周期阶段,S01_player_score.csv,S01_player_score.csv,STATE,NO_THRESHOLD_BY_DESIGN,CONDITIONAL,S3,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,FALSE,FALSE,FALSE,AVAILABLE,792795435,723442,146,member_id,AVAILABLE,member_id,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
V,价值轴（复核优先级排序键）,stake_all,R01_late_shoe.csv,R01_late_shoe.csv,RANK,NO_THRESHOLD_BY_DESIGN,ADVISORY,S4,MEMBER,FULL_WINDOW,E1,NOT_ESTABLISHED,TRUE,FALSE,FALSE,AVAILABLE,131492146,92412,142,uid,AVAILABLE,uid,TRUE,TRUE,TRUE,TRUE,FALSE,,L3 TEMPORAL_NOT_ADMISSIBLE(FULL_WINDOW),,,,,NOT_RUN,,FALSE,L1_REAL_CSV_HEADER,1.5.003,a168_SQL总包_v12_0_0_HF9g-P5D_*版_六层商业版_OPT（133 件）,1.0.0,2026-09-03 12:43:14
