源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,mid,gid,場次,子場次,桌號,IP,登入時間,下注金額,下注內容,目前額度,user_agent,連續未下注次數,来源库,来源表,ODS表名,同步时间
a09713448e18292ca4d5ac69589e9d3f,2026-07-16,153057588,101,114711031,28,112,14.191.105.122,2026-07-16T07:09:21Z,0,"",472.65,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-16T07:15:07Z
032dd3a4acfabdfca6e69140f709dcba,2026-06-12,151317981,101,114673323,52,1,103.57.204.13,2026-06-12T07:08:54Z,0,"",12068.54,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",9,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
09ea68047759a8ae7a7aa8c8c30448f1,2026-06-12,151340909,101,1259726,51,901,27.55.96.246,2026-06-12T06:53:07Z,600,Banker: 600,5378.1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
1a59c672203ad2c23ee59445cd4130fb,2026-06-12,151290616,101,114673330,41,8,42.2.90.81,2026-06-12T05:18:41Z,0,"",53432.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
2de267d9e798fbcf0de8d8a8d6cf1ec0,2026-06-12,151343149,102,114673337,27,3,112.96.51.59,2026-06-12T06:57:39Z,100,Dragon: 20;DragonEven: 20;DragonRed: 60,376.5,"Mozilla/5.0 (Linux; Android 16; PKB110 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
6f01493eaa303d7ca0426bdf28d8e80f,2026-06-12,151343589,101,1259740,28,909,21.189.99.254,2026-06-12T07:05:45Z,0,"",118.5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
92e6007afadb5ea1b8a2daadf61cfc28,2026-06-12,151343510,104,114673291,78,1,42.118.228.64,2026-06-12T07:02:57Z,20,Odd: 20,220.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.45 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-06-12T07:14:56Z
4c00e955ebc7be8269acd1f65bfe5d4a,2026-07-06,152618434,101,114700162,33,36,115.84.90.160,2026-07-06T07:06:01Z,100,Banker: 100,266.89,"Mozilla/5.0 (Linux; Android 12; CPH2127 Build/RKQ1.211119.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/149.0.7827.159 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/559.0.0.49.75;]",0,a168,realtimebet,ods_a168_realtimebet,2026-07-06T07:08:34Z
059372f0ff6a92acc3d37cfa1aaf40c5,2026-05-28,150643298,101,114656489,20,33,111.55.209.180,2026-05-28T06:52:09Z,90,Player: 90,1827.86,"Mozilla/5.0 (Linux; Android 13; PFCM00 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.5060.129 Mobile Safari/537.36",2,a168,realtimebet,ods_a168_realtimebet,2026-05-28T07:17:06Z
9dca1f7d7f0f336273ca0f232c7b3b49,2026-05-28,150655262,101,1247116,47,911,171.236.13.217,2026-05-28T07:12:41Z,10000,Banker: 10000,15000.5253,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/420.4.909430193 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-28T07:17:06Z
a654fab1170b27f90f787568cd2a0f5f,2026-05-28,150651575,101,114656481,31,112,103.70.197.77,2026-05-28T07:05:53Z,200,Player: 200,170.53,"Mozilla/5.0 (Linux; Android 11; M2007J20CG Build/RKQ1.200826.002) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-28T07:17:06Z
e1165c64e79341dd1ba9e8b7ff0c5b31,2026-05-28,150616417,101,114656481,31,112,223.223.139.138,2026-05-28T07:07:06Z,200,Banker: 200,3019,"Mozilla/5.0 (Linux; U; Android 14; en-; SM-A037U Build/TP1A.220624.014) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-28T07:17:06Z
37cfe8c0c9be9d7402219a598b82af0c,2026-06-14,151407469,104,114675467,75,1,182.232.90.73,2026-06-14T07:08:10Z,40,Sum6: 10;Sum7: 10;Sum8: 10;Sum9: 10,224.5,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-14T07:12:24Z
4be98de4c7b0eb906738b445742adc22,2026-06-14,151457925,101,114675500,29,112,110.156.236.183,2026-06-14T07:10:55Z,150,Player: 150,664.16,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-14T07:12:24Z
6c0eb7d886f5c9edf27a4f147c117566,2026-06-14,151457950,101,114675492,38,113,42.117.162.131,2026-06-14T07:11:36Z,0,"",0.2,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-06-14T07:12:24Z
97022b4cb34c702816bcae5c6ff3d466,2026-06-14,151457158,101,114675515,7,2,49.230.168.99,2026-06-14T06:41:19Z,500,Banker: 500,1251,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-06-14T07:12:24Z
f89c4bca52f93686fac4165a4ee516db,2026-06-14,151418303,101,114675487,46,31,113.211.101.171,2026-06-14T06:45:49Z,500,Banker: 500,1950.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-06-14T07:12:24Z
0862036e120e5f22e50e97b9a1495de5,2026-07-04,152522109,103,114697718,42,1,111.77.228.152,2026-07-04T06:53:49Z,0,"",13.42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",9,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
0f97f669491f34acb2a9bdca342660a5,2026-07-04,152495891,108,114697711,67,1,58.186.78.139,2026-07-04T07:08:02Z,0,"",506.07,"Mozilla/5.0 (Linux; Android 14; V2205) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/16.2.1.0",2,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
21dd587353e3bde37645f3d33950695c,2026-07-04,152456495,103,114697718,42,1,111.77.228.152,2026-07-04T06:56:04Z,0,"",13.39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",8,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
34790e9356274548b088dc9dcf570852,2026-07-04,152468368,101,114697744,32,36,49.230.98.89,2026-07-04T06:41:16Z,0,"",3003.8928,"Mozilla/5.0 (Linux; Android 14; CPH2591 Build/UP1A.230620.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/149.0.7827.159 Mobile Safari/537.36 Line/26.9.0/IAB",0,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
504617ba5299ccc041a3d82a7faea49d,2026-07-04,152501047,101,1278409,12,906,1.55.222.31,2026-07-04T06:52:25Z,50,Banker: 50,1450.41,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.137 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
6aa75362b81e3c9d5d08f4c0bbd0dbc0,2026-07-04,152520180,101,114697742,36,116,1.46.73.149,2026-07-04T06:38:53Z,100,Banker: 100,1229.6,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/149.0.7827.137 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
6bb55317e39aa72805a134182696a566,2026-07-04,152456498,103,114697718,42,1,111.77.228.152,2026-07-04T06:56:10Z,0,"",13.39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",8,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
72a2358177fb8a202e69b0ef1c9fc9d8,2026-07-04,152455974,103,114697718,42,1,111.77.228.152,2026-07-04T06:53:49Z,0,"",13.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",9,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
74c493c22a6e3065da120d749175f651,2026-07-04,152456472,103,114697718,42,1,111.77.228.152,2026-07-04T06:56:16Z,0,"",13.39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",8,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
cdc859c4a141778b36ac7be393620681,2026-07-04,152521872,101,114697738,37,113,119.234.66.121,2026-07-04T06:40:47Z,1000,Banker: 1000,3470,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/23F77 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
d0377a16c747dfe0a7d956d5e7c0d526,2026-07-04,152456045,103,114697718,42,1,111.77.228.152,2026-07-04T06:54:04Z,0,"",13.41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",9,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
fc86ba3f82f93149fdcdb40565c4dff7,2026-07-04,152456466,103,114697718,42,1,111.77.228.152,2026-07-04T06:56:19Z,0,"",13.39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",8,a168,realtimebet,ods_a168_realtimebet,2026-07-04T07:09:08Z
213b1c751cea48648e7e66f4141fc222,2026-05-30,150741581,101,1248865,55,906,223.65.50.120,2026-05-30T07:07:21Z,200,Banker: 200,1800,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",2,a168,realtimebet,ods_a168_realtimebet,2026-05-30T07:09:35Z
96e342c0edec587fd6ea65baf8ace6d6,2026-05-30,150744102,102,114658733,24,1,49.230.86.232,2026-05-30T07:08:48Z,0,"",150.1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-05-30T07:09:35Z
96ea72a437f5323cb77eee987991fbb2,2026-06-05,151000900,101,114665693,12,112,112.10.194.101,2026-06-05T06:04:42Z,100,Player: 100,8143,"Mozilla/5.0 (Linux; Android 12; HarmonyOS; CTR-AL20; HMSCore 6.15.6.332) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.5735.196 HuaweiBrowser/17.0.4.303 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-05T07:12:51Z
aff35ca02ef075817c0e2c1b62245fb0,2026-06-05,151008424,101,114665680,29,115,223.104.69.79,2026-06-05T07:12:21Z,0,"",0,"Mozilla/5.0 (Linux; Android 12; PEHM00 Build/SKQ1.210216.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.4692.98 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-05T07:12:51Z
f510ad2c1238ab09602fa3b4cb2d7910,2026-06-05,151008411,101,114665682,42,5,182.232.152.249,2026-06-05T07:11:42Z,0,"",2000.65,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-06-05T07:12:51Z
24b198e04fee1c299dddb157baf16ff6,2026-07-02,152356592,108,114695267,79,5,1.55.196.194,2026-07-02T07:24:37Z,0,"",689.07,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-02T07:24:57Z
3f10afc14f1d363196d7a44e44fdb7b6,2026-07-02,152356589,108,114695267,79,5,118.68.28.218,2026-07-02T07:24:11Z,0,"",2112,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-07-02T07:24:57Z
8feda7d044874cc1172faac8797c2d99,2026-07-02,152356053,101,114695308,41,1,38.18.157.12,2026-07-02T06:51:15Z,20,Player: 20,300.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-02T07:24:57Z
f25ad57a11b7c86af51abd9c3a23fd70,2026-07-02,152356781,101,114695314,18,116,27.55.95.252,2026-07-02T07:23:25Z,0,"",1300.26,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",2,a168,realtimebet,ods_a168_realtimebet,2026-07-02T07:24:57Z
20d4114ad82d70d09adb2411a59583b0,2026-07-22,153298476,101,114717743,16,1,14.171.34.162,2026-07-22T07:16:20Z,0,"",0,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.7 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
6a7f9d338fd87f3913687f291016e00c,2026-07-22,153307251,107,114717690,39,1,113.177.106.3,2026-07-22T07:12:04Z,0,"",440.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
6ee0fbf3f0d2213196cfb6fff8be8b6a,2026-07-22,153307233,108,114717698,72,5,113.167.128.28,2026-07-22T07:11:13Z,0,"",1800.02,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
89cdf8199cee0c12a12726cba0a5b2e1,2026-07-22,153307243,108,114717698,72,5,42.112.55.107,2026-07-22T07:11:21Z,0,"",874.75,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36 OPR/97.0.0.0",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
d0eff9fa88f023bdc6630b752af498e1,2026-07-22,153307017,101,114717750,7,112,171.236.58.91,2026-07-22T06:58:06Z,0,"",495.84,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
ea98a456a6f9dabb7e23247608e9f89f,2026-07-22,153267902,101,114717726,45,115,42.200.79.172,2026-07-22T06:04:46Z,20,Banker: 20,99.03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
f25ceee3f9d58f16b34f2478ac1929bf,2026-07-22,153282557,108,114717688,72,2,182.107.141.131,2026-07-22T04:14:15Z,0,"",6378.57,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",0,a168,realtimebet,ods_a168_realtimebet,2026-07-22T07:16:37Z
51bba58eba58b4ff640cabe4c897589a,2026-06-02,150870777,108,114661993,65,2,116.107.116.77,2026-06-02T07:04:17Z,196,Even: 196,0.24,"Mozilla/5.0 (Linux; Android 14; SM-S928B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/954.0.0.0 Mobile Safari/537.36 EdgA/954.0.0.0",3,a168,realtimebet,ods_a168_realtimebet,2026-06-02T07:09:05Z
64c8332e0d253720755e16f143550a98,2026-06-02,150870789,108,114661993,65,2,171.235.136.52,2026-06-02T07:04:19Z,196,Odd: 196,0.33,"Mozilla/5.0 (Linux; Android 14; SM-S928B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/713.0.0.0 Mobile Safari/537.36 EdgA/713.0.0.0",3,a168,realtimebet,ods_a168_realtimebet,2026-06-02T07:09:05Z
af8b3f6773a52975d1ef753659ca9abc,2026-06-02,150862861,101,114662032,22,6,220.200.126.211,2026-06-02T06:38:24Z,10,Banker: 10,150.56,"Mozilla/5.0 (Linux; Android 16; V2352A Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/138.0.7204.179 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-02T07:09:05Z
f2d0cd3e3b3813e1fcd16a2940691402,2026-06-02,150871019,101,114662038,10,2,110.169.10.45,2026-06-02T07:06:54Z,0,"",0.42,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",2,a168,realtimebet,ods_a168_realtimebet,2026-06-02T07:09:05Z
081f94f3169ea9e07d9c4ab3f6d5b5b1,2026-07-15,153010530,101,114709914,43,113,38.18.156.89,2026-07-15T07:05:40Z,0,"",0.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_16 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.2 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
14226c183c36aa5e42f163a1c6521461,2026-07-15,153011313,108,114709888,66,2,14.172.39.136,2026-07-15T07:00:52Z,120,Even: 100;R4: 10;W4: 10,135.8,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
2a0bc8b56870c9131af43510c5520269,2026-07-15,153011622,101,114709895,44,37,42.114.44.237,2026-07-15T07:09:48Z,0,"",500.08,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
2a9a02e28b455fbf49d029044c089368,2026-07-15,153011248,101,114709914,43,113,203.144.73.206,2026-07-15T06:59:20Z,0,"",0.95,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",2,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
50b8fa5579f35d64f241d0b75e90abd3,2026-07-15,153009986,101,114709914,43,113,113.185.78.15,2026-07-15T06:24:53Z,0,"",14009.41,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
690713e1b32e1b8bbb59e437f1699379,2026-07-15,153009145,101,114709914,44,113,36.37.152.2,2026-07-15T06:56:03Z,20,Player: 20,94.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_6_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6.2 Mobile/22G100 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
6e13d54f5117a94c2624a0a16e5bf48d,2026-07-15,153011307,101,114709911,50,115,49.230.204.44,2026-07-15T07:05:15Z,0,"",0.0209,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Mobile Safari/537.36",6,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
a11766bc02ecd7a13c0c80409a1c5e8d,2026-07-15,152998174,101,1288376,39,902,117.18.230.30,2026-07-15T07:09:40Z,0,"",5000,"Mozilla/5.0 (Linux; Android 15; Redmi 14C Build/AP3A.240905.015.A2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.7049.79 Mobile Safari/537.36 XiaoMi/MiuiBrowser/14.56.0-gn",0,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
fe2b4a5859f51a47e6e119af8521e2b0,2026-07-15,153011570,102,114709908,59,3,123.16.63.3,2026-07-15T07:08:24Z,50,Dragon: 50,704.18,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/428.4.939275213 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-07-15T07:11:21Z
4112eed00da067c2e50af79f18925fa9,2026-05-22,150363396,101,114650055,11,2,171.243.51.99,2026-05-22T07:06:20Z,10,Player: 10,30.22,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-22T07:15:39Z
611d95c42e9fbe2d68942ee90b80d60e,2026-05-22,150375883,101,114650032,45,32,116.99.253.82,2026-05-22T07:13:06Z,100,Player: 100,207.84,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3.1 Mobile/23D8133 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-05-22T07:15:39Z
8eca4e713ec1eba441b723cb5267f6a8,2026-05-22,150382965,101,1242170,10,911,203.144.92.231,2026-05-22T07:11:54Z,40,Banker: 40,38.5,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",2,a168,realtimebet,ods_a168_realtimebet,2026-05-22T07:15:39Z
0f748b8ab1cd0c50d2f43633a71399e2,2026-06-13,151374975,101,114674414,47,1,103.199.33.228,2026-06-13T07:08:26Z,0,"",44,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/423.5.920392540 Mobile/15E148 Safari/604.1",1,a168,realtimebet,ods_a168_realtimebet,2026-06-13T07:09:38Z
605776ac80f7123b834ae8c2f963ec69,2026-06-13,151396224,101,114674406,43,112,103.77.241.26,2026-06-13T02:37:20Z,10,Banker: 10,7704.58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36 Edg/140.0.0.0",0,a168,realtimebet,ods_a168_realtimebet,2026-06-13T07:09:38Z
a0b51eefa365e5bb3fd3d9d13ffd5b73,2026-06-13,151402390,101,114674408,49,3,49.237.92.242,2026-06-13T07:05:02Z,0,"",101.86,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Mobile/15E148 Safari/604.1",0,a168,realtimebet,ods_a168_realtimebet,2026-06-13T07:09:38Z
dc63cda87212c467fec7ffe9c97731e9,2026-06-13,151400679,108,114674386,68,2,59.153.225.220,2026-06-13T05:45:08Z,100,Small: 100,120810,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-06-13T07:09:38Z
0129f066315305aca965f3807d788a5d,2026-05-20,147392926,101,1240462,50,912,62.197.146.35,2026-05-20T04:49:33Z,8,Banker: 7;Super6: 1,87.2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-20T07:13:04Z
129d86158a1f1885bc7c3a3fd1944ea6,2026-05-20,117812705,101,114647906,2,113,43.201.141.231,2026-05-20T06:56:53Z,0,"",0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",16,a168,realtimebet,ods_a168_realtimebet,2026-05-20T07:13:04Z
1512efe6e8fdfa1482781392018cba59,2026-05-20,150288000,101,114647905,4,112,27.70.16.140,2026-05-20T06:58:38Z,0,"",582.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",1,a168,realtimebet,ods_a168_realtimebet,2026-05-20T07:13:04Z
1b750a5448841528ae523bf39d73945e,2026-05-20,146764177,101,114647894,34,2,49.215.148.118,2026-05-20T07:11:25Z,30,Banker: 30,3698.5,"Mozilla/5.0 (Linux; Android 15; V2250 Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",0,a168,realtimebet,ods_a168_realtimebet,2026-05-20T07:13:04Z
