源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,sub_id,site,sid,this_login,last_login,ip,info,来源库,来源表,ODS表名,同步时间
7c0e0e8da3c1e8ac3739456178b8f6ba,2023-02-04,8220,0,022810H5B3E10294A168S24,2023-02-04T06:58:25Z,2023-02-04 05:09:04,123.193.35.102,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
183f50a7700982a3ed18ff6d7a5777bf,2023-06-13,10250,0,0520111G8E10006A168S35,2023-06-13T13:20:11Z,2023-06-13 13:17:15,108.61.183.23,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
0d770c496aa3da6d2c3f2bd19e7b9d6b,2023-10-20,6084,0,4806510C5H4B80166A168S5,2023-10-20T05:09:27Z,__STARROCKS_NULL__,154.89.4.125,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
8860a4e27cbbe4c63821b429211684a3,2023-10-20,7161,0,16110F7H6E80083A168S573,2023-10-20T06:44:38Z,2022-08-29 17:09:10,103.119.129.233,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
add5efc3f8de35d6208dc6fc154b59d3,2023-10-20,6083,0,3806510F3I4E90346A168S5,2023-10-20T05:09:12Z,__STARROCKS_NULL__,154.89.4.125,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
bd294168a234d75851d6f26f02723ab1,2023-10-20,4712,0,21745S810B6I4F10345A167,2023-10-20T05:05:31Z,2021-04-11 18:24:55,154.89.4.125,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
da2bd66b01e29045b235112639d02347,2023-10-20,4719,0,917410G5C5I80181A168S54,2023-10-20T05:07:10Z,2023-10-20 05:06:57,154.89.4.125,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
76460865551007d38ffbb834d5896ea4,2024-06-18,9868,0,86893S810C3B5D7H9E63311A167,2024-06-18T08:40:43Z,2024-06-18 08:37:22,124.6.159.226,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
86fe37cd03aa605545a7854608e98c35,2024-08-22,11394,0,4911D4A1A7B60064A168S51132,2024-08-22T14:02:32Z,2024-08-22 14:00:38,116.50.181.205,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
169582a799e5b6c46fdfd432379f60d8,2024-12-07,5225,0,52254S810D5A5A8E8C14728A167,2024-12-07T12:50:15Z,2024-11-07 13:55:19,58.137.179.228,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a1c5aff9679455a233086e26b72b9a06,2025-02-15,3881,0,188310A6B7B5I9D85304A168S54,2025-02-15T17:25:36Z,2023-09-14 13:04:02,136.228.146.32,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
c0faf875b8596a0999b426631c0b5ff8,2025-05-16,10367,0,763011E5I6D7D20272A168S514,2025-05-16T19:14:07Z,2025-03-05 23:01:40,123.204.84.27,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
3d9728c728f49af2642c560be7cc3f79,2025-09-29,12553,0,35511C3B6A9C70484A168S5123,2025-09-29T00:25:45Z,2025-09-29 00:25:45,218.189.125.75,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
46994a3cd8d943d03b44b8fc9792d435,2026-01-13,12626,0,6211B7F2A5H14633A168S51262,2026-01-13T07:30:27Z,2026-01-13 07:30:27,103.106.205.138,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
a05d886123a54de3ca4b0985b718fb9b,2026-04-11,3605,0,50610I8B9D7D2D52719A168S533,2026-04-11T14:41:54Z,2026-04-11 14:41:54,136.239.237.83,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b71cad1aa2846b5979cb84c34f7ca880,2026-04-11,9399,0,993910H5I2C5C3A46797A168S54,2026-04-11T13:41:47Z,2026-04-11 13:41:47,185.175.229.138,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
ab4ac2d850c6a8542ce122e0d82ceace,2026-05-10,11460,0,064111C1A2I9I31906A168S514,2026-05-10T16:59:32Z,2026-05-10 16:59:32,123.204.84.27,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-20T07:05:29Z
c24cd76e1ce41366a4bbe8a49b02a028,2018-05-09,253,0,"",2018-05-09T02:25:45Z,2018-05-09 02:25:22,"103.30.199.161,",,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
38913e1d6a7b94cb0f55994f679f5956,2018-07-26,517,0,"",2018-07-26T20:08:18Z,__STARROCKS_NULL__,175.140.230.140,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
e3796ae838835da0b6f6ea37bcf8bcb7,2018-05-16,281,0,"",2018-05-16T22:01:12Z,2018-05-15 22:04:11,"36.37.183.216,",,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
0266e33d3f546cb5436a10798e657d97,2018-06-20,245,0,"",2018-06-20T04:52:39Z,2018-06-20 04:52:36,103.30.199.161,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
13f3cf8c531952d72e5847c4183e6910,2018-06-20,443,0,"",2018-06-20T23:09:24Z,__STARROCKS_NULL__,183.171.68.72,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
2823f4797102ce1a1aec05359cc16dd9,2018-10-16,756,0,"",2018-10-16T17:24:30Z,__STARROCKS_NULL__,113.130.125.107,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
872488f88d1b2db54d55bc8bba2fad1b,2018-10-16,754,0,"",2018-10-16T17:24:47Z,__STARROCKS_NULL__,113.130.125.154,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
eaae339c4d89fc102edd9dbdb6a28915,2018-11-06,653,0,"",2018-11-06T15:17:06Z,2018-10-08 13:29:51,122.118.3.13,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b6a1085a27ab7bff7550f8a3bd017df8,2018-11-19,902,0,"",2018-11-19T16:15:23Z,2018-11-12 13:01:08,39.9.160.32,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
eecca5b6365d9607ee5a9d336962c534,2018-11-19,185,0,"",2018-11-19T16:29:42Z,2018-11-19 15:25:41,60.249.33.228,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
605ff764c617d3cd28dbbdd72be8f9a2,2018-12-03,586,0,"",2018-12-03T04:01:50Z,2018-11-22 03:41:19,59.125.154.134,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
d045c59a90d7587d8d671b5f5aec4e7c,2018-11-10,928,0,"",2018-11-10T21:35:56Z,2018-11-10 21:35:54,42.115.2.147,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
1e48c4420b7073bc11916c6c1de226bb,2019-01-01,1010,0,"",2019-01-01T19:25:05Z,__STARROCKS_NULL__,42.189.163.32,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
df6d2338b2b8fce1ec2f6dda0a630eb0,2019-02-26,987,0,"",2019-02-26T18:33:40Z,2018-12-22 17:56:30,220.128.110.143,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
8a1e808b55fde9455cb3d8857ed88389,2019-04-08,1076,0,"",2019-04-08T16:39:17Z,2019-01-21 06:47:34,163.47.174.27,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
9ad6aaed513b73148b7d49f70afcfb32,2019-04-08,583,0,"",2019-04-08T14:39:59Z,2019-04-08 14:39:39,180.183.224.194,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
0e9fa1f3e9e66792401a6972d477dcc3,2019-06-01,1288,0,"",2019-06-01T16:38:35Z,2019-06-01 16:38:34,223.139.200.92,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a113c1ecd3cace2237256f4c712f61b5,2019-03-24,1171,0,"",2019-03-24T02:23:10Z,2019-03-24 02:18:36,111.65.44.252,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
92fb0c6d1758261f10d052e6e2c1123c,2019-08-21,851,0,"",2019-08-21T12:26:28Z,2019-08-10 17:09:16,103.14.250.203,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
372d3f309fef061977fb2f7ba36d74d2,2019-10-16,1465,0,"",2019-10-16T09:47:00Z,__STARROCKS_NULL__,121.122.54.193,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
7895fc13088ee37f511913bac71fa66f,2019-09-17,1434,0,"",2019-09-17T17:50:41Z,__STARROCKS_NULL__,39.8.5.186,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
4588e674d3f0faf985047d4c3f13ed0d,2019-09-27,1144,0,"",2019-09-27T02:53:54Z,2019-09-08 02:14:01,103.120.66.36,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b29eed44276144e4e8103a661f9a78b7,2020-02-20,1731,0,1310D4F4E30022A168S5172,2020-02-20T19:46:47Z,2020-02-20 19:44:50,103.253.75.139,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
495dabfd0ca768a3c3abd672079f48b6,2020-04-02,1606,0,6010G5E7A50176A168S5162,2020-04-02T05:45:12Z,2020-03-05 23:12:59,143.92.33.45,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
97d0145823aeb8ed80617be62e08bdcc,2020-04-02,1627,0,7261510G9H4G70160A168S5,2020-04-02T05:33:30Z,2020-03-27 18:20:22,143.92.33.45,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
426f990b332ef8193a61cc90516c1245,2020-04-05,2318,0,81324S810G6C8A20049A167,2020-04-05T19:52:13Z,__STARROCKS_NULL__,1.164.51.139,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
825f9cd5f0390bc77c1fed3c94885c87,2020-04-05,2705,0,5072310D8D1A20371A168S5,2020-04-05T12:36:51Z,2020-04-05 12:26:37,103.134.93.114,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
325995af77a0e8b06d1204a171010b3a,2020-03-26,2069,0,9602510F9F3F30267A168S5,2020-03-26T19:51:37Z,2020-03-25 16:30:21,223.252.163.111,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
3cec07e9ba5f5bb252d13f5f431e4bbb,2020-03-26,247,0,7425S869C8I4E40449A17,2020-03-26T05:00:32Z,2020-03-23 22:35:32,175.176.32.231,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
2b6d65b9a9445c4271ab9076ead5605a,2020-04-01,1186,0,68113S10D3I3B60156A1686,2020-04-01T16:01:21Z,__STARROCKS_NULL__,43.245.203.169,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
37d097caf1299d9aa79c2c2b843d2d78,2020-03-31,2139,0,93124S10E9A2B30411A1686,2020-03-31T07:36:14Z,2020-03-30 17:14:30,1.200.216.146,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
dd17e652cd2a08fdb8bf7f68e2ad3814,2020-03-31,2630,0,03624S10C5I7C40181A1686,2020-03-31T21:40:00Z,__STARROCKS_NULL__,36.72.191.37,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
e71e5cd119bbc5797164fb0cd7fd94a4,2020-03-31,2503,0,30510A3G6H10183A168S523,2020-03-31T23:11:12Z,2020-03-31 12:42:50,175.97.20.164,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
1c54985e4f95b7819ca0357c0cb9a09f,2020-04-10,1636,0,63615S10E5I8F80008A1686,2020-04-10T05:41:09Z,__STARROCKS_NULL__,143.92.33.45,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
32e05616c8ed659463f9af00b142dd6f,2020-04-20,2166,0,66125S10H6I7I90220A1686,2020-04-20T21:28:32Z,2020-04-13 22:25:16,103.233.235.26,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
532b7cbe070a3579f424988a040752f2,2020-04-20,3113,0,31110A4G6B70295A168S333,2020-04-20T14:20:58Z,__STARROCKS_NULL__,124.217.189.152,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b432f34c5a997c8e7c806a895ecc5e25,2020-04-03,1915,0,519110A3A9A30282A168S24,2020-04-03T04:17:42Z,2020-03-29 16:05:25,220.246.60.169,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
ade55409d1224074754035a5a937d2e0,2020-04-17,2833,0,3310D5G4G90072A168S4282,2020-04-17T18:45:19Z,2020-04-13 19:35:43,163.47.14.93,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
1b113258af3968aaf3969ca67e744ff8,2020-04-06,2543,0,3452310B5H4A70266A168S5,2020-04-06T23:48:10Z,2020-03-30 14:09:28,198.13.57.46,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
4a5876b450b45371f6cfe5047ac8cd45,2020-04-06,2775,0,57724S810D1A3D10283A167,2020-04-06T23:23:49Z,2020-04-06 22:30:22,3.112.28.187,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
566a9968b43628588e76be5a85a0f9e8,2020-04-06,2761,0,16725S810B9D3F20686A167,2020-04-06T18:41:50Z,__STARROCKS_NULL__,202.178.114.158,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
cdcb2f5c7b071143529ef7f2705dfbc4,2020-04-06,2741,0,1410I6E7C40279A168S3272,2020-04-06T14:42:59Z,__STARROCKS_NULL__,27.52.134.227,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
728f206c2a01bf572b5940d7d9a8fa4c,2020-03-30,1839,0,93810D4E6I30004A168S513,2020-03-30T16:58:00Z,2020-03-19 19:00:29,185.253.96.188,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
9d2682367c3935defcb1f9e247a97c0d,2020-03-30,1654,0,456110B5F9G50328A168S54,2020-03-30T10:08:06Z,__STARROCKS_NULL__,103.73.164.233,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
db6ebd0566994d14a1767f14eb6fba81,2020-03-30,1438,0,83413S810G5E3A80213A167,2020-03-30T20:25:10Z,2020-03-23 14:05:47,114.39.181.165,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
f670ef5d2d6bdf8f29450a970494dd64,2020-03-30,1643,0,34615S810B9I2G20625A167,2020-03-30T21:09:32Z,2020-03-30 13:53:01,143.92.33.45,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
663772ea088360f95bac3dc7ffb841be,2020-05-02,2810,0,0110H4E7C30380A168S5282,2020-05-02T02:51:06Z,2020-04-10 05:38:36,143.92.33.45,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
253f7b5d921338af34da817c00f42753,2020-05-21,1521,0,1210E7G1H50137A168S5152,2020-05-21T21:14:06Z,2020-03-19 17:49:19,14.102.146.208,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
9bd5ee6fe55aaeb673025dbcb8f939c1,2020-05-21,3213,0,3110F9F8D90325A168S5322,2020-05-21T21:35:03Z,2020-04-21 19:49:57,163.47.14.84,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
045cf83ab0722e782cf72d14e44adf98,2020-04-26,2766,0,667210B2H9D60012A168S54,2020-04-26T21:52:12Z,2020-04-19 12:25:46,103.14.250.68,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
3f7bcd0b3ea822683bba8fc530f151bd,2020-04-26,3270,0,0710F1F4F40522A168S4322,2020-04-26T23:56:24Z,2020-04-26 20:59:52,112.96.163.132,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
ac73001b1d44f4925449ce09d9f5d5ca,2020-04-26,3266,0,6623310A8D3I40685A168S5,2020-04-26T03:16:27Z,__STARROCKS_NULL__,171.96.190.227,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
d7a84628c025d30f7b2c52c958767e76,2020-04-22,2010,0,01010G9D8H60238A168S523,2020-04-22T00:11:53Z,2020-04-21 19:51:37,103.120.66.100,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
13d63838ef1fb6f34ca2dc6821c60e49,2020-05-25,3459,0,95410E6H1E10026A168S533,2020-05-25T09:46:28Z,2020-05-23 09:05:00,178.239.173.168,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
2b45e8d6abf59038a975faeeb6dc0782,2020-05-13,3157,0,7513510A1D4H50003A168S5,2020-05-13T07:54:32Z,2020-05-13 07:54:17,43.230.63.10,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
f3c89b7be367aa4246f90aa007efe525,2020-05-28,3672,0,2763410C7B6I80439A168S5,2020-05-28T22:08:14Z,__STARROCKS_NULL__,113.255.2.197,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
485843481a7edacbfce101ecb1e4d2a8,2020-06-22,3258,0,85235S10C8D4H30495A1686,2020-06-22T17:37:30Z,2020-06-22 17:35:43,110.74.194.46,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a1afc58c6ca9540d057299ec3016d726,2020-07-09,1573,0,375110H6H3H90249A168S44,2020-07-09T17:04:50Z,2020-06-11 14:09:43,220.130.239.11,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
21ce689121e39821d07d04faab328370,2020-06-27,3751,0,1573410I4A9D40420A168S5,2020-06-27T10:51:09Z,2020-06-10 10:30:29,209.97.175.67,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
5fc7c9bd1fcb12799f02da8adfa4954f,2020-07-04,3919,0,91934S810D2B6G20165A167,2020-07-04T00:19:19Z,2020-07-03 21:13:07,27.52.3.6,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
71887f62f073a78511cbac56f8cab53f,2020-07-04,2998,0,899210H6E3G40223A168S44,2020-07-04T21:51:16Z,2020-06-17 21:46:12,101.15.205.30,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
69b09198d4248b8f24494f27a01367b9,2020-07-12,3554,0,45533S10E5I5F60040A1686,2020-07-12T18:27:32Z,2020-06-12 18:24:35,101.12.132.59,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b207f5c56605a9d1a22e1e134fe95ba9,2020-08-03,4185,0,58110F4A8B50127A168S543,2020-08-03T05:20:32Z,2020-08-03 04:47:30,49.216.47.102,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
0060ef47b12160b9198302ebdb144dcf,2020-07-14,3492,0,29433S810A5F7D10407A167,2020-07-14T17:28:56Z,2020-07-14 03:20:49,218.166.119.202,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
64c31821603ab476a318839606743bd6,2020-07-14,2803,0,3010I8D3I80111A168S5282,2020-07-14T11:36:39Z,2020-04-10 06:55:50,103.135.207.39,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
9fc664916bce863561527f06a96f5ff3,2020-07-14,3781,0,18735S810E1D6H20386A167,2020-07-14T17:35:09Z,__STARROCKS_NULL__,182.239.83.19,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a2cc63e065705fe938a4dda49092966f,2020-07-14,1609,0,9010F1E7E40481A168S5162,2020-07-14T11:14:20Z,2020-04-14 12:17:17,103.135.207.39,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
db5cea26ca37aa09e5365f3e7f5dd9eb,2020-07-14,2956,0,65910G9G8F70211A168S523,2020-07-14T11:37:12Z,2020-05-21 12:50:45,103.135.207.39,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
300891a62162b960cf02ce3827bb363c,2020-07-27,2367,0,76324S810G6D1B90123A167,2020-07-27T16:42:40Z,2020-07-09 17:10:41,121.96.26.179,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
cbf22ab286e2ad4900bdf5d6a2e47009,2020-07-27,3759,0,95733S810H3E8A40467A167,2020-07-27T16:56:53Z,2020-07-24 08:46:49,119.110.65.70,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
18a010d2a9813e91907ce88cd9143fdf,2020-08-11,4277,0,7724310A8G2B80656A168S5,2020-08-11T15:46:15Z,2020-08-11 12:57:29,122.116.18.226,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a424ed4bd3a7d6aea720b86d4a360f75,2020-08-19,1425,0,5210I6B5C30270A168S5142,2020-08-19T08:31:51Z,2020-07-29 20:23:24,49.156.2.17,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b957d47523c4e92a822cc38703a3bcc3,2020-08-19,3897,0,79835S810E7B2A20201A167,2020-08-19T14:57:10Z,2020-08-19 14:14:52,175.138.5.139,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
caa202034f268232c26fac9435f54e15,2020-08-23,3429,0,924310I9A1H90001A168S54,2020-08-23T11:09:37Z,2020-08-03 10:45:29,180.191.159.171,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
1558417b096b5d8e7cbe0183ea9cbf26,2020-08-21,4178,0,871410D5F6G80101A168S24,2020-08-21T05:33:42Z,2020-08-20 22:19:04,138.19.60.73,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
ae1d2c2d957a01dcb3f3b39685cdb4fa,2020-08-21,2987,0,78924S10G7A9F20076A1686,2020-08-21T10:24:19Z,2020-08-18 14:05:22,218.164.162.56,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
30da227c6b5b9e2482b6b221c711edfd,2020-09-09,4465,0,56441S10I9G4F90027A1686,2020-09-09T16:17:13Z,2020-09-09 15:38:26,108.61.183.23,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
30f8f6b940d1073d8b6a5eebc46dd6e5,2020-09-09,2649,0,94622S810G8D7D50131A167,2020-09-09T23:21:25Z,2020-04-06 20:22:29,42.190.183.88,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
88ef51f0bf911e452e8dbb1d807a81ab,2020-09-09,2031,0,13010C5H7B40192A168S523,2020-09-09T08:18:22Z,2020-09-03 21:25:01,202.62.12.202,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
8ce5d989374d216a867cdc8871484b43,2020-09-09,3316,0,61310A4I3D30239A168S333,2020-09-09T10:38:01Z,2020-08-10 16:38:03,220.142.29.75,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a48564053b3c7b54800246348c7fa4a0,2020-09-09,2039,0,93010E3I9A40197A168S523,2020-09-09T08:17:46Z,2020-09-06 04:15:43,202.62.12.202,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b607ba543ad05417b8507ee86c54fcb7,2020-09-09,3967,0,7610F6E9B10039A168S4392,2020-09-09T15:37:03Z,2020-07-08 17:51:30,139.162.91.4,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
b837305e43f7e535a1506fc263eee3ed,2020-09-09,4157,0,751410I2E4E20713A168S54,2020-09-09T08:18:45Z,2020-09-03 21:25:35,202.62.12.202,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
27ed0fb950b856b06e1273989422e7d3,2020-08-17,1039,0,9310B2C2B90003A168S5102,2020-08-17T13:15:01Z,2020-02-02 05:52:33,154.89.1.97,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
d77e68596c15c53c2a33ad143739902d,2020-08-17,3207,0,70235S10A2H7I30084A1686,2020-08-17T09:42:21Z,2020-08-01 15:20:38,158.140.184.222,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a3048e47310d6efaa4b1eaf55227bc92,2020-08-24,3847,0,74810B3C7H60138A168S333,2020-08-24T13:07:06Z,2020-08-17 13:29:47,27.109.115.133,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
c5b270a763686e776039618cc709f3a6,2020-09-26,3621,0,12635S10B5B7C80355A1686,2020-09-26T15:08:44Z,2020-09-26 12:59:31,2001:f40:908:296f:eda4:b0c2:9c88:5baf,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
752d2c9ecfe079e5e5f3539f4d750e5c,2020-10-14,4521,0,125410I5F2D20442A168S44,2020-10-14T14:52:57Z,2020-10-12 21:03:25,182.90.74.11,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
810dfbbebb17302018ae903e9cb7a483,2020-10-19,4148,0,84110G3H4I40445A168S343,2020-10-19T15:19:24Z,2020-10-12 21:14:16,123.193.11.239,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
861dc9bd7f4e7dd3cccd534d0ae2a2e9,2020-12-01,1350,0,053110E3D3I50214A168S54,2020-12-01T15:38:14Z,2020-11-16 14:50:22,35.221.198.42,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
dd50e4d9c47cdf72d24e89d248edb35b,2020-12-01,3964,0,46935S810F7I9D50101A167,2020-12-01T15:39:43Z,2020-11-16 14:52:06,35.221.198.42,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
a4bd4d2b1cc64abf1fffb8103da2b890,2020-11-10,5081,0,18010F9C4G80311A168S553,2020-11-10T16:41:19Z,__STARROCKS_NULL__,180.142.114.172,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
7989edad14ebcd3adfacc7344dc6b739,2020-12-10,2488,0,88424S10D7E5B80306A1686,2020-12-10T13:35:17Z,2020-12-07 14:42:09,167.172.115.135,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
6f67057b6a3671fe882f6d4f27d547be,2020-11-18,4109,0,9010C9I9H30595A168S5412,2020-11-18T03:03:54Z,2020-11-18 03:03:16,103.14.250.203,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
9d05c2d955b24bd5d20b1638156ea0ef,2021-01-08,5459,0,9510D8H7E60391A168S5542,2021-01-08T14:02:51Z,2021-01-07 13:57:00,14.192.209.238,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
f0837f171aae7ccf1a8909b6a0cc3559,2020-12-16,4895,0,59810G5C5F50181A168S543,2020-12-16T16:30:24Z,2020-11-12 16:43:12,211.21.210.214,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
f499d34bd87b42948b3960b8f6b82e74,2021-01-20,2768,0,867210D7F9H60328A168S34,2021-01-20T21:24:12Z,2020-11-16 23:08:00,101.136.80.250,,a168,age_sub_login,ods_a168_age_sub_login,2026-05-19T18:45:57Z
