resultwalletid,betwalletid,出现次数
-1,"2705029469,",2
-1,"2705092518,",2
-1,"2704734415,",2
2705029594,"2705029205,",2
2705029427,"2705029095,",2
-1,"2704885722,",2
-1,"2705027220,",2
-1,"2705023568,",2
2704886873,"2704886573,",2
-1,"2704886814,",2
2705021253,"2705020917,",2
-1,"2705095735,",2
-1,"2704888832,",2
-1,"2704891938,",2
-1,"2704730475,",2
2705018833,"2705018441,",2
2704893822,"2704893265,",2
-1,"2705017574,",2
-1,"2704806289,",2
2704810002,"2704809396,",2
2705015131,"2705014773,",2
2705013512,"2705013096,",2
-1,"2704810825,",2
-1,"2705013097,",2
-1,"2704819277,",2
-1,"2705011455,",2
-1,"2704728504,",2
-1,"2704728354,2704728527,",2
-1,"2704820314,",2
-1,"2704823090,",2
2705007612,"2705007241,",2
-1,"2704995856,",2
2704824938,"2704824809,",2
-1,"2704726987,",2
2705122081,"2705121850,",2
-1,"2704833836,",2
-1,"2704835338,",2
-1,"2705122883,",2
-1,"2705001814,",2
-1,"2705001234,",2
-1,"2704843256,",2
-1,"2705123526,",2
2704850122,"2704849906,",2
-1,"2705123899,",2
-1,"2704850160,",2
2705000007,"2704999735,",2
2705000312,"2704999690,",2
2704998578,"2704998035,",2
-1,"2704996894,",2
2705126153,"2705125883,2705125933,",2
-1,"2704853322,",2
2704949873,"2704949570,",2
-1,"2704951006,",2
-1,"2704951424,",2
-1,"2704720724,",2
-1,"2704720345,",2
2704720400,"2704720293,",2
2704993557,"2704993284,",2
-1,"2704955031,",2
2705128551,"2705128403,",2
-1,"2704989341,",2
-1,"2704988475,",2
-1,"2704961469,",2
-1,"2704962231,",2
-1,"2704718985,",2
-1,"2704987104,",2
-1,"2704718868,",2
-1,"2704718503,",2
-1,"2704875831,",2
-1,"2704978275,",2
-1,"2705134173,",2
2704883371,"2704883095,",2
-1,"2704977196,",2
-1,"2704883596,",2
2705135637,"2705135460,",2
2704716393,"2704716080,",2
-1,"2704715989,",2
-1,"2704715957,",2
-1,"2704889046,",2
-1,"2704891472,",2
2704969830,"2704969638,",2
-1,"2704899647,",2
-1,"2704901016,",2
-1,"2704968258,",2
-1,"2705052154,",2
-1,"2704903975,",2
-1,"2705051417,",2
-1,"2704909575,",2
-1,"2704912493,",2
-1,"2704713825,",2
-1,"2705050512,",2
-1,"2704913097,",2
2704915704,"2704915469,",2
-1,"2704929048,",2
-1,"2705020917,",2
-1,"2705023792,",2
-1,"2705026594,",2
-1,"2705028609,",2
-1,"2705144586,",2
-1,"2705029265,",2
-1,"2705045401,",2
2705029796,"2705029375,",2
-1,"2705032891,",2
-1,"2705043069,",2
-1,"2705034813,",2
-1,"2704708163,",2
-1,"2704950985,",2
-1,"2704957181,",2
2704960040,"2704959397,",2
-1,"2705018838,",2
-1,"2705016145,",2
-1,"2704705168,",2
-1,"2704966313,",2
2705149930,"2705149779,",2
-1,"2705013040,",2
-1,"2704967169,",2
-1,"2704968162,",2
2705011541,"2705011031,2705011163,",2
-1,"2704969191,",2
-1,"2705010906,",2
-1,"2705010731,",2
2705152466,"2705152344,",2
-1,"2704971125,",2
-1,"2704972127,",2
-1,"2704702988,",2
-1,"2705007078,",2
-1,"2704977982,",2
-1,"2705154282,",2
-1,"2705154307,",2
2704701805,"2704701612,",2
-1,"2704980328,",2
-1,"2704987650,",2
-1,"2704989473,",2
-1,"2704993856,",2
-1,"2704699350,",2
-1,"2704999472,",2
-1,"2704975968,",2
2705001446,"2705000622,",2
-1,"2704975031,",2
2705010517,"2705010274,",2
-1,"2704974298,",2
-1,"2704973975,",2
-1,"2705017586,",2
2705145848,"2705145522,",2
-1,"2705159973,",2
2705160305,"2705160064,",2
2705160209,"2705160108,",2
-1,"2705160792,",2
-1,"2704970433,",2
-1,"2705024115,",2
-1,"2704692831,",2
-1,"2704968386,",2
-1,"2705024855,2705024954,",2
-1,"2704949263,",2
-1,"2705025237,",2
-1,"2704948728,",2
-1,"2704942209,",2
-1,"2704940247,",2
-1,"2704939885,",2
-1,"2704937961,",2
-1,"2705034571,",2
-1,"2705035501,",2
-1,"2705166601,",2
-1,"2704930796,",2
-1,"2704930757,",2
-1,"2704930464,",2
-1,"2705196100,",2
-1,"2705198147,",2
-1,"2704928193,",2
-1,"2704925722,",2
-1,"2705199030,",2
-1,"2705206126,",2
-1,"2704921632,",2
-1,"2705170886,",2
-1,"2705171411,",2
-1,"2705211880,",2
-1,"2705214499,2705214537,",2
2705172697,"2705172533,",2
-1,"2705216295,",2
-1,"2705220460,",2
-1,"2704918388,",2
2704918890,"2704918074,",2
-1,"2704915714,",2
2705228173,"2705227994,",2
-1,"2705232465,",2
-1,"2704687704,",2
-1,"2704902625,",2
-1,"2705176652,",2
-1,"2704687339,",2
-1,"2705074181,",2
-1,"2704898125,",2
2704896021,"2704895526,",2
2704687389,"2704686647,",2
-1,"2704894951,",2
-1,"2704894806,",2
-1,"2705178383,",2
-1,"2705074714,",2
-1,"2704685556,",2
-1,"2705074883,",2
-1,"2704890343,",2
2705076423,"2705075530,",2
-1,"2705077467,",2
-1,"2704887762,",2
-1,"2704886861,",2
2705187190,"2705186799,",2
-1,"2704684631,",2
-1,"2705187548,",2
-1,"2704886825,",2
-1,"2705187627,",2
2705080588,"2705080344,",2
-1,"2705082554,",2
-1,"2705083540,",2
-1,"2705089543,2705089591,",2
-1,"2705188654,",2
-1,"2705092598,2705092666,",2
-1,"2704883408,",2
-1,"2704882082,",2
-1,"2704879963,",2
-1,"2704878240,",2
-1,"2704875954,",2
-1,"2705093120,",2
-1,"2704875477,",2
-1,"2704872033,",2
-1,"2704870750,",2
-1,"2705094264,",2
2704864037,"2704863939,",2
-1,"2705094552,",2
2704860346,"2704859882,",2
-1,"2705095234,",2
2704860098,"2704859814,2704859829,",2
-1,"2704858892,",2
-1,"2705095843,",2
-1,"2705097533,",2
-1,"2705196921,",2
-1,"2705097550,",2
-1,"2705119331,",2
-1,"2704853896,",2
-1,"2705198228,",2
2705120746,"2705120553,",2
2704852244,"2704852104,",2
-1,"2704850242,",2
-1,"2704843726,",2
-1,"2704843681,2704843709,",2
-1,"2705120889,",2
-1,"2705203385,",2
-1,"2705128408,",2
-1,"2704840368,2704840436,2704840489,",2
-1,"2705129180,",2
-1,"2705130719,",2
-1,"2704833650,",2
-1,"2704832864,",2
-1,"2704831742,",2
-1,"2705132974,",2
2705138824,"2705138586,",2
-1,"2705138932,",2
-1,"2705141871,",2
2705142896,"2705142752,",2
-1,"2704671446,",2
-1,"2704823517,",2
-1,"2705143007,",2
-1,"2705143098,",2
-1,"2704670367,",2
-1,"2704821582,",2
-1,"2705148363,",2
2705149512,"2705149385,",2
2705155969,"2705155815,",2
2705156374,"2705156244,",2
-1,"2705212211,",2
-1,"2704808688,",2
-1,"2704806797,",2
-1,"2705157004,",2
-1,"2705160674,",2
2705164660,"2705164478,",2
-1,"2705166708,",2
-1,"2705188229,",2
-1,"2704797134,",2
-1,"2705190744,",2
-1,"2704796459,2704796575,",2
-1,"2704796003,",2
-1,"2705219803,",2
-1,"2704664320,",2
-1,"2704795551,2704795560,",2
-1,"2704793951,",2
-1,"2705321448,2705321461,",2
-1,"2704663211,",2
2704789295,"2704789164,",2
-1,"2705335151,",2
2704780824,"2704780583,",2
-1,"2704780579,2704780655,",2
-1,"2705341065,",2
-1,"2705344525,",2
-1,"2705351436,",2
-1,"2705354291,",2
2705358840,"2705358483,2705358565,",2
-1,"2705360150,",2
-1,"2705365762,",2
-1,"2705108226,",2
-1,"2705109479,",2
-1,"2705110156,",2
-1,"2705111913,",2
-1,"2704773174,",2
-1,"2704771867,",2
2704637750,"2704637081,",2
2705226438,"2705226008,",2
-1,"2704770060,",2
-1,"2704768137,",2
-1,"2705226870,",2
-1,"2704636909,",2
-1,"2704764739,",2
2705112971,"2705112445,",2
-1,"2704759916,",2
-1,"2704636553,",2
-1,"2704744790,2704744816,",2
-1,"2705230847,",2
2704636729,"2704636014,",2
-1,"2705117371,",2
-1,"2705263175,2705263205,",2
-1,"2704734420,",2
-1,"2705266183,",2
2704734658,"2704733795,",2
-1,"2704732952,",2
2705234434,"2705234020,",2
-1,"2704732371,",2
2704732165,"2704731962,",2
-1,"2704730865,",2
2704730930,"2704730735,",2
-1,"2704729590,",2
-1,"2704728740,",2
-1,"2704727702,",2
-1,"2704724473,",2
-1,"2705270244,",2
-1,"2704721436,",2
-1,"2705299829,",2
-1,"2704720746,2704720879,",2
-1,"2705301588,",2
-1,"2704633960,",2
2705306191,"2705306047,",2
2705306747,"2705306365,2705306387,",2
2704717566,"2704717357,",2
-1,"2704715431,",2
2704632549,"2704632371,",2
-1,"2704710834,",2
-1,"2704708633,",2
-1,"2704707767,2704707858,",2
-1,"2704706589,",2
2704706139,"2704705972,",2
-1,"2704703472,",2
-1,"2705242609,",2
-1,"2704702641,",2
-1,"2705306859,",2
-1,"2705306910,",2
-1,"2705312384,",2
-1,"2705327121,",2
-1,"2705244825,",2
-1,"2705329104,",2
-1,"2704698422,",2
-1,"2705246441,",2
-1,"2705246776,",2
2704697150,"2704696918,",2
-1,"2704696389,",2
-1,"2705330470,",2
-1,"2704593753,",2
-1,"2705248237,",2
-1,"2704692907,",2
2704692773,"2704692657,",2
-1,"2704691508,",2
2704596065,"2704595704,",2
-1,"2704602621,",2
-1,"2704661446,",2
-1,"2704679290,",2
-1,"2704677345,2704677383,",2
-1,"2704676678,",2
-1,"2705170264,",2
-1,"2704662658,",2
2704675263,"2704674961,",2
-1,"2704622168,",2
-1,"2704663327,",2
-1,"2704671957,",2
-1,"2705174321,",2
2704626837,"2704626515,",2
-1,"2704641131,",2
-1,"2704650924,",2
-1,"2705174957,",2
-1,"2704731923,",2
-1,"2704737166,",2
2704738681,"2704738047,",2
2704697565,"2704697046,",2
2704698441,"2704698028,",2
2704710131,"2704709937,",2
-1,"2704662911,",2
-1,"2704722861,",2
-1,"2704853370,",2
-1,"2705178805,",2
-1,"2704733695,",2
-1,"2704735859,",2
2704897291,"2704896916,",2
-1,"2705185813,",2
2704900412,"2704900335,",2
-1,"2704658566,",2
-1,"2704655996,",2
2704653919,"2704653473,",2
2705189844,"2705189278,",2
-1,"2704651557,",2
-1,"2704608245,",2
-1,"2704649595,",2
-1,"2704913229,",2
-1,"2704915541,",2
2704952482,"2704952093,",2
2704964524,"2704963839,",2
-1,"2704642073,",2
2704965917,"2704965175,",2
-1,"2704653651,",2
-1,"2704965806,",2
-1,"2704989799,",2
2705036827,"2705036368,",2
-1,"2704651161,",2
-1,"2705217477,",2
-1,"2705218336,",2
-1,"2705049384,",2
-1,"2704646082,",2
-1,"2704645631,",2
-1,"2705055282,",2
-1,"2705056480,",2
-1,"2704640595,",2
2704640333,"2704640066,",2
-1,"2705070166,",2
-1,"2704875518,",2
-1,"2704635485,",2
2704635720,"2704635180,",2
-1,"2704633741,",2
-1,"2704889066,",2
-1,"2705139739,",2
-1,"2704628650,",2
-1,"2704988052,",2
-1,"2704626868,",2
2704624712,"2704624483,",2
2704990620,"2704990293,",2
2704622375,"2704622130,",2
-1,"2704620863,",2
2705002624,"2705002285,",2
2705182725,"2705182586,",2
-1,"2704611873,",2
-1,"2705275843,",2
-1,"2704607181,",2
-1,"2705223770,",2
-1,"2704606578,",2
-1,"2705297797,",2
-1,"2704604577,",2
2705308333,"2705308215,",2
-1,"2705308375,",2
-1,"2705364562,",2
-1,"2705317810,2705317876,",2
-1,"2704596220,",2
2705319254,"2705318459,",2
-1,"2705227466,",2
2705075471,"2705075038,",2
2704595346,"2704595123,",2
-1,"2705228792,",2
2704594550,"2704594351,",2
-1,"2705229342,",2
-1,"2705086947,2705087181,",2
-1,"2705361542,",2
-1,"2705088010,",2
-1,"2705347757,2705347823,",2
2705220067,"2705219841,2705219865,",2
-1,"2705232179,",2
-1,"2705357679,",2
2705226976,"2705226531,",2
-1,"2704592820,",2
-1,"2705355107,",2
-1,"2705353889,2705353920,",2
-1,"2705352823,",2
-1,"2704592764,",2
-1,"2705236257,",2
-1,"2705233645,",2
-1,"2705103002,",2
-1,"2705277686,",2
-1,"2705279766,",2
2705100415,"2705099818,",2
2705100151,"2705099936,",2
-1,"2705339410,",2
2705101001,"2705100754,",2
-1,"2705338063,",2
-1,"2705311403,",2
-1,"2705317508,",2
-1,"2704610312,",2
2705332297,"2705331554,",2
-1,"2704612169,",2
-1,"2704621028,",2
-1,"2704686152,",2
-1,"2704688676,",2
-1,"2704774435,2704774469,",2
-1,"2704589019,",2
-1,"2704780623,",2
-1,"2704795298,",2
2705327332,"2705327234,",2
-1,"2704774582,",2
-1,"2704780661,",2
-1,"2704788730,",2
2705321749,"2705321049,",2
-1,"2705105523,",2
-1,"2705320767,",2
-1,"2704587056,",2
-1,"2705316705,",2
-1,"2705311184,",2
2704807446,"2704807303,",2
2704586929,"2704586471,",2
-1,"2705307070,",2
-1,"2704586296,",2
2704907478,"2704907363,",2
2704920754,"2704920478,",2
-1,"2704878499,2704878515,",2
-1,"2704983078,",2
-1,"2705064521,",2
-1,"2705305917,",2
-1,"2705034712,2705034919,",2
-1,"2705109016,",2
-1,"2705069545,",2
-1,"2705078550,",2
-1,"2705109817,",2
-1,"2705125582,",2
2705217042,"2705216914,",2
2704598335,"2704598093,",2
2705110973,"2705110740,",2
-1,"2705111131,",2
-1,"2705111642,",2
-1,"2705300830,",2
-1,"2705311167,",2
2705319254,"2705318509,",2
-1,"2705298043,",2
2705322015,"2705321784,",2
-1,"2705113177,",2
-1,"2705297608,",2
-1,"2705330656,",2
-1,"2705343498,",2
-1,"2704645838,2704645935,",2
-1,"2704654941,",2
-1,"2705294590,",2
-1,"2705114722,",2
2704656961,"2704656546,",2
-1,"2705294079,",2
2705293395,"2705293135,",2
2704761679,"2704761343,",2
-1,"2704762891,",2
-1,"2704748805,",2
2704868489,"2704868275,",2
2704826503,"2704826325,",2
2704830114,"2704829846,",2
-1,"2705117445,",2
2704832349,"2704832256,",2
2705291192,"2705291038,",2
-1,"2704889326,",2
-1,"2704889573,",2
-1,"2704592151,",2
-1,"2705285395,",2
-1,"2704898607,",2
-1,"2705181373,",2
2705181564,"2705181429,",2
-1,"2705283492,",2
-1,"2705276984,2705277060,",2
2704904728,"2704904374,",2
-1,"2704920179,",2
2705274980,"2705274424,",2
2705273995,"2705273667,",2
-1,"2705022927,",2
-1,"2705038382,",2
2705045374,"2705045252,",2
-1,"2705250165,",2
2705051073,"2705050628,",2
-1,"2704590532,",2
-1,"2705271051,",2
-1,"2705251879,",2
-1,"2704590021,",2
-1,"2705051327,2705051376,",2
-1,"2705071983,",2
2705269947,"2705269734,",2
-1,"2705269446,",2
-1,"2705078136,",2
-1,"2705192334,",2
-1,"2705202044,",2
-1,"2705266989,",2
-1,"2705248157,",2
-1,"2705244251,",2
2705265287,"2705265083,",2
-1,"2705290199,",2
-1,"2705325319,",2
-1,"2705260265,",2
2705257174,"2705256935,",2
-1,"2704699069,",2
-1,"2705259295,",2
-1,"2705121596,",2
-1,"2705341314,",2
2705102145,"2705102011,",2
-1,"2705172424,",2
2705173379,"2705173279,",2
-1,"2705141950,",2
-1,"2705141664,",2
-1,"2705176819,",2
-1,"2705138206,",2
2705137003,"2705136844,",2
-1,"2705194036,",2
-1,"2704864687,",2
-1,"2705176944,",2
-1,"2705134223,",2
-1,"2705134129,",2
-1,"2704865148,",2
-1,"2705133876,",2
-1,"2705130626,",2
-1,"2705126503,",2
2705124505,"2705124382,",2
-1,"2705123789,",2
-1,"2705035587,",2
-1,"2705120274,",2
-1,"2705190378,",2
2705091738,"2705091479,",2
-1,"2705194636,",2
-1,"2705190687,",2
-1,"2705198176,",2
2705201186,"2705200769,",2
-1,"2705087021,",2
-1,"2705086582,",2
-1,"2704870277,",2
-1,"2704680512,",2
-1,"2705081576,",2
-1,"2705081569,",2
-1,"2705079513,",2
2705200976,"2705200799,",2
-1,"2705040910,",2
-1,"2704857152,",2
-1,"2705202488,",2
-1,"2704873793,",2
-1,"2705041543,",2
2705073324,"2705072399,",2
-1,"2704873950,",2
-1,"2705070375,",2
-1,"2704874290,2704874349,",2
-1,"2704875352,",2
-1,"2705044451,",2
-1,"2705067030,",2
2705048677,"2705048126,",2
2705066560,"2705066343,",2
-1,"2705066273,",2
-1,"2705065645,",2
2705203776,"2705203616,",2
-1,"2705210060,",2
-1,"2704856649,",2
-1,"2705060213,",2
-1,"2704877168,",2
-1,"2704877218,",2
2705061010,"2705060003,",2
-1,"2705059455,",2
-1,"2705058490,",2
-1,"2705050351,",2
-1,"2705220388,",2
-1,"2705034983,",2
-1,"2704880281,",2
-1,"2705055690,",2
-1,"2705032906,",2
-1,"2705051485,",2
-1,"2705229691,",2
-1,"2705062413,2705062467,",2
-1,"2705043527,",2
-1,"2705032584,2705032654,2705032873,",2
2705040867,"2705040529,",2
-1,"2705039685,",2
-1,"2704678210,",2
-1,"2704882840,",2
-1,"2705037873,",2
2705037935,"2705037431,",2
-1,"2704948408,",2
-1,"2705064974,",2
2704945984,"2704945736,",2
-1,"2704943423,",2
-1,"2704940907,",2
2704940717,"2704939998,",2
-1,"2704939797,",2
2704938708,"2704938498,",2
-1,"2704887804,",2
2704933378,"2704933073,",2
-1,"2704678125,",2
2705029730,"2705029451,",2
-1,"2705065248,",2
-1,"2705068541,",2
-1,"2705011841,",2
-1,"2705009092,",2
2705006732,"2705006498,",2
-1,"2705003200,",2
-1,"2705071277,",2
2705236681,"2705236613,",2
-1,"2704992417,",2
-1,"2705243217,",2
-1,"2704686685,",2
2705231281,"2705231168,",2
-1,"2705247063,",2
-1,"2704989289,",2
2704893380,"2704893155,",2
-1,"2705231985,",2
2704849384,"2704849144,",2
-1,"2705247750,",2
2705100226,"2705100033,",2
-1,"2704978836,",2
-1,"2704971619,",2
2705100305,"2705100139,",2
-1,"2705100970,",2
-1,"2704969865,",2
-1,"2705233036,",2
-1,"2704969029,",2
-1,"2705111434,",2
-1,"2705026554,",2
-1,"2704897810,",2
2705235731,"2705235474,",2
-1,"2704846033,",2
-1,"2705115304,",2
-1,"2704899097,",2
-1,"2704899213,",2
-1,"2705025156,",2
-1,"2704845781,2704845797,2704845835,",2
-1,"2704900358,",2
-1,"2705182293,",2
-1,"2704946422,",2
-1,"2704946315,",2
-1,"2704944674,2704944731,",2
-1,"2704844668,",2
-1,"2705252273,",2
-1,"2704902632,",2
-1,"2705074174,",2
-1,"2704939382,",2
-1,"2704938940,",2
-1,"2704903729,",2
-1,"2704937415,",2
-1,"2704674830,2704674957,",2
-1,"2704903963,",2
-1,"2705021359,",2
-1,"2704933379,",2
-1,"2704932095,",2
-1,"2704931167,",2
-1,"2704906937,",2
2705021776,"2705021220,",2
-1,"2705252351,",2
-1,"2704928883,2704928919,",2
-1,"2704927960,",2
-1,"2704927076,",2
-1,"2704925769,",2
-1,"2705253836,",2
-1,"2704918527,",2
-1,"2705257769,",2
2704905021,"2704904903,",2
-1,"2704904656,",2
2704904726,"2704904472,",2
-1,"2705258542,",2
-1,"2705259865,",2
2704900769,"2704900628,",2
-1,"2705079217,",2
-1,"2705020981,",2
-1,"2705253058,",2
-1,"2705261936,",2
-1,"2704805024,",2
-1,"2704802605,",2
-1,"2704801987,",2
-1,"2705080789,",2
-1,"2704800576,",2
-1,"2704797704,",2
-1,"2704795175,",2
-1,"2705263570,",2
2704795260,"2704794571,",2
-1,"2704690132,",2
-1,"2705278584,",2
-1,"2705283784,",2
-1,"2705284377,",2
-1,"2704783140,",2
2704831932,"2704831709,",2
2704781189,"2704780895,",2
-1,"2705084858,",2
-1,"2704920498,",2
-1,"2704775637,",2
-1,"2705289165,",2
-1,"2704773183,2704773224,",2
-1,"2704766494,",2
2704763102,"2704762722,",2
2705162553,"2705162349,",2
-1,"2705290895,",2
2704755676,"2704755394,",2
2704752375,"2704752198,",2
2704746474,"2704746297,",2
-1,"2705292472,",2
-1,"2704743129,",2
2704743187,"2704742984,",2
-1,"2704741915,",2
-1,"2704739352,",2
-1,"2704737959,",2
-1,"2705293183,",2
-1,"2705297788,",2
-1,"2704735966,",2
-1,"2704735374,",2
-1,"2704730726,",2
-1,"2704801436,",2
-1,"2704799961,",2
-1,"2704799879,",2
-1,"2704799306,",2
2704799505,"2704798883,",2
-1,"2705085588,",2
-1,"2704794633,2704794662,2704794769,",2
2704791295,"2704790704,",2
-1,"2704788110,",2
2705160208,"2705160066,",2
-1,"2705298025,",2
-1,"2704929818,2704929863,",2
2704708783,"2704708376,",2
-1,"2704826569,",2
-1,"2704697826,",2
-1,"2705085846,",2
2705091312,"2705091089,",2
2705300217,"2705299893,",2
2704696649,"2704696490,",2
-1,"2704932335,",2
-1,"2704696340,",2
2704696580,"2704696277,",2
-1,"2705091693,",2
-1,"2704694464,",2
2704934145,"2704933934,",2
-1,"2704692553,",2
-1,"2705300792,",2
-1,"2704934172,",2
-1,"2705302417,",2
-1,"2704758732,",2
-1,"2705302849,",2
-1,"2705149613,",2
2704755429,"2704755277,",2
-1,"2705098150,",2
-1,"2705306768,",2
2704749803,"2704749002,",2
-1,"2705119085,",2
-1,"2704824992,",2
-1,"2705121610,",2
-1,"2705019146,",2
-1,"2704937955,",2
2704739459,"2704739308,",2
2704739052,"2704738481,",2
2704738581,"2704738408,",2
-1,"2705125247,",2
2705318994,"2705318754,",2
2704734071,"2704733814,",2
-1,"2704666697,",2
-1,"2705130035,",2
-1,"2704732418,",2
-1,"2705192893,",2
-1,"2705131107,",2
-1,"2704729336,2704729438,",2
-1,"2704942896,",2
-1,"2705195986,",2
-1,"2704644234,",2
-1,"2705206228,",2
-1,"2705216403,",2
-1,"2704821018,",2
2704699736,"2704699685,",2
-1,"2704698852,",2
-1,"2705134005,",2
-1,"2704665802,",2
-1,"2704691448,2704691718,",2
-1,"2705217105,",2
-1,"2704688814,",2
-1,"2705221221,",2
-1,"2704947465,",2
-1,"2705226770,",2
2704681812,"2704681616,",2
-1,"2704678911,",2
-1,"2705134434,",2
2705134638,"2705134437,",2
-1,"2705138968,",2
2705227572,"2705227470,",2
-1,"2705141989,",2
2704674186,"2704673467,",2
-1,"2704950670,",2
-1,"2704819564,",2
2704671415,"2704671052,",2
2704664955,"2704664324,",2
-1,"2704819504,",2
2704668318,"2704667970,",2
-1,"2704952574,",2
-1,"2704667440,",2
2704667036,"2704666387,",2
-1,"2704664322,",2
-1,"2704953554,",2
-1,"2704664928,",2
-1,"2704663379,",2
-1,"2705228978,",2
-1,"2704659983,",2
-1,"2704658598,",2
2704656232,"2704655900,",2
2704955536,"2704955155,",2
-1,"2705230080,",2
-1,"2704648578,",2
-1,"2704693497,",2
-1,"2704644334,",2
-1,"2704818402,",2
-1,"2704643958,",2
-1,"2705233798,",2
-1,"2704640119,",2
2704693856,"2704693722,",2
-1,"2704620029,",2
-1,"2704958289,",2
-1,"2705235651,",2
-1,"2704618830,",2
2704616773,"2704616589,",2
-1,"2704960433,",2
-1,"2704615841,",2
-1,"2704960833,",2
-1,"2705236644,",2
-1,"2705237972,",2
-1,"2704961840,",2
-1,"2705016525,",2
-1,"2705142138,2705142166,",2
-1,"2705142764,",2
-1,"2704614453,",2
-1,"2705238555,",2
-1,"2705149177,",2
2704612154,"2704611455,",2
-1,"2705241556,",2
2704966652,"2704966296,",2
-1,"2705150866,",2
-1,"2704966923,",2
-1,"2705162095,",2
-1,"2705243632,",2
-1,"2705165864,",2
2705361610,"2705361306,",2
-1,"2705359872,",2
-1,"2704812087,",2
2705356068,"2705355821,",2
-1,"2705248741,",2
-1,"2704811697,",2
-1,"2705354855,",2
-1,"2705252102,",2
2705354741,"2705354360,",2
-1,"2705167095,",2
2705167631,"2705167467,",2
-1,"2705351651,",2
-1,"2705172204,",2
-1,"2705350643,",2
-1,"2705350636,",2
-1,"2705349778,",2
-1,"2705258907,",2
-1,"2705348755,",2
2704994999,"2704994748,",2
-1,"2705342959,",2
-1,"2705282419,",2
-1,"2705341087,",2
-1,"2705172851,",2
2704695051,"2704694933,",2
2705285574,"2705285051,",2
-1,"2705327365,",2
2705185475,"2705185333,",2
-1,"2704997419,",2
2705317218,"2705317002,",2
-1,"2705285959,",2
2705191873,"2705191728,",2
-1,"2705309946,",2
-1,"2705309882,2705309951,",2
-1,"2705306770,",2
-1,"2704999281,",2
-1,"2705304730,",2
-1,"2705302448,",2
-1,"2704695980,",2
-1,"2705301438,",2
-1,"2705321256,",2
-1,"2705000661,",2
2705298347,"2705298137,",2
2705002083,"2705001665,",2
-1,"2705291530,",2
2705323905,"2705323625,",2
-1,"2705290814,",2
-1,"2705288624,2705288725,",2
-1,"2705288579,",2
-1,"2704808439,",2
-1,"2705287214,",2
-1,"2705286830,",2
-1,"2705327456,",2
-1,"2705285480,",2
2705284170,"2705283948,",2
-1,"2705283348,",2
2705283047,"2705282881,",2
-1,"2705281992,",2
2705281336,"2705281088,",2
-1,"2705288337,",2
-1,"2705273225,",2
2705331601,"2705330832,2705330898,",2
-1,"2705332045,",2
-1,"2705266661,",2
-1,"2705288396,",2
-1,"2705024442,",2
-1,"2704636151,",2
-1,"2705264196,",2
-1,"2705291753,",2
2705025942,"2705025278,",2
-1,"2704636076,",2
-1,"2705292259,",2
2705264066,"2705263813,",2
-1,"2705262976,",2
-1,"2705258267,2705258310,",2
2704636089,"2704635912,",2
-1,"2705337455,",2
-1,"2705325094,",2
-1,"2705251959,",2
-1,"2705351020,",2
-1,"2705249610,",2
-1,"2705249042,",2
-1,"2705184257,",2
-1,"2705183044,",2
2705353553,"2705353405,",2
-1,"2705353827,",2
-1,"2705179533,",2
-1,"2705113200,",2
-1,"2705111449,",2
-1,"2705111215,",2
2705030990,"2705030713,",2
-1,"2705107644,",2
2705106959,"2705106819,",2
-1,"2705248045,",2
-1,"2705013916,",2
2705031688,"2705031479,",2
-1,"2705341230,",2
-1,"2705240654,",2
-1,"2705239354,",2
-1,"2705236743,",2
-1,"2705364262,",2
-1,"2705354868,",2
-1,"2705010362,",2
-1,"2705035006,",2
-1,"2704589528,",2
2705203305,"2705203263,",2
2705202615,"2705202441,",2
2705201653,"2705201603,",2
2704590262,"2704589899,",2
-1,"2705198931,",2
-1,"2705102869,",2
-1,"2705192894,",2
-1,"2705103652,",2
-1,"2705192379,",2
-1,"2705161961,",2
-1,"2705152825,",2
-1,"2704595528,",2
2704801619,"2704800927,",2
-1,"2704598569,",2
-1,"2705146989,2705147061,",2
2704956241,"2704955938,",2
-1,"2705146463,",2
-1,"2704598911,",2
-1,"2705141882,2705141952,",2
-1,"2705141678,2705141737,",2
-1,"2705108053,",2
-1,"2705141093,",2
-1,"2705136971,",2
-1,"2705135562,",2
-1,"2705111895,",2
2705132743,"2705132445,",2
-1,"2705131443,",2
-1,"2705131024,",2
-1,"2705130135,",2
-1,"2704598973,",2
-1,"2704961943,",2
2705007654,"2705007209,2705007227,",2
2704600515,"2704600249,",2
-1,"2705128601,",2
-1,"2705006964,",2
2705128514,"2705128124,",2
2704603109,"2704602812,",2
-1,"2704602820,",2
-1,"2705114963,",2
2704965561,"2704965361,",2
-1,"2705121828,",2
-1,"2705115203,",2
2704966062,"2704965661,",2
-1,"2705097783,",2
-1,"2704604187,",2
-1,"2705094137,",2
2704624932,"2704624517,",2
-1,"2704626717,",2
-1,"2705091512,2705091591,",2
-1,"2705091342,",2
-1,"2704627954,",2
-1,"2705117404,",2
2705091492,"2705090748,",2
-1,"2705053481,",2
-1,"2705088196,",2
2705001578,"2705000960,",2
-1,"2705262616,",2
-1,"2705275941,",2
-1,"2704628684,",2
-1,"2704629800,",2
-1,"2705084820,2705084881,",2
-1,"2705302557,",2
-1,"2704999592,",2
2705082127,"2705081358,",2
-1,"2705080196,",2
-1,"2705056075,",2
-1,"2705056199,",2
-1,"2704998421,",2
-1,"2705304006,",2
2705306237,"2705305646,",2
2705075295,"2705074424,",2
