__source_pk,dt,id,gtype,set01,set02,set03,set04,set05,set06,set07,set08,set09,set10,set11,set12,set13,set14,status,sort,source_db,source_table,ods_table_name,sync_time
7b2f6512f3847170e11690972eae0924,2026-07-23,99110,110,"1,100","1,100","1,100","1,10","1,10","1,10","1,10","1,5","1,3","1,3","1,3","1,3","1,2","20,300",0,47,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
7bcdf75ad237b8e02e301f4091fb6bc8,2026-07-23,538,107,"1,10000","1,10000","1,2500","1,3700","1,10000","1,10000","1,10000",,,,,,,,1,45,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
7ef605fc8dba5425d6965fbd4c8fbe1f,2026-07-23,150,111,"1,100","1,100","1,50","1,15","1,12","1,1","1,1",,,,,,,,1,1,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
81448138f5f163ccdba4acc69819f280,2026-07-23,543,102,"2,50000","2,50000","2,6250","2,50000","2,50000",,,,,,,,,,1,62,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
854d6fae5ee42911677c739ee1734486,2026-07-23,202,103,"10,3000","10,3000","10,1500","10,600","10,400","10,300","10,200","10,100",,,,,,,1,10,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
85fc37b18c57097425b52fc7afbb6969,2026-07-23,621,117,"0,0","0,0",,,,,,,,,,,,,1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
89f0fd5c927d466d6ec9a21b9ac34ffa,2026-07-23,325,111,"3400,340000","3400,340000","3400,170000","3400,50000","3400,42500","3400,3400","3400,3400",,,,,,,,1,19,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8f85517967795eeef66c225f7883bdcb,2026-07-23,178,103,"20000,2000000","20000,2000000","20000,1000000","20000,400000","20000,250000","20000,190000","20000,120000","20000,60000",,,,,,,1,31,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9188905e74c28e489b44e954ec0b9bca,2026-07-23,244,106,"500,50000","500,50000","500,6250","500,5000","500,2500",,,,,,,,,,1,17,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
93db85ed909c13838ff95ccfa94cebd9,2026-07-23,86,103,"30000,3000000","30000,3000000","30000,1500000","30000,600000","30000,400000","30000,300000","30000,200000","30000,100000",,,,,,,1,32,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9461cce28ebe3e76fb4b931c35a169b0,2026-07-23,481,110,"5,1000","5,1000","5,1000","5,100","5,100","5,100","5,100","5,100","5,50","5,30","5,30","5,30","5,20",,1,5,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a5bfc9e07964f8dddeb95fc584cd965d,2026-07-23,37,101,"5000,500000","5000,500000","5000,62500","5000,45500","5000,500000","5000,125000","5000,45500","5000,100000","5000,45500","5000,16666","0,0","1,5000","0,0","500,45500",1,42,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a8849b052492b5106526b2331e526138,2026-07-23,578,113,"1,10000","1,10000","1,2000","1,200",,,,,,,,,,,1,32,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a8f15eda80c50adb0e71943adc8015cf,2026-07-23,151,111,"5,500","5,500","5,250","5,75","5,60","1,5","1,5",,,,,,,,1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a9a6653e48976138166de32772b1bf40,2026-07-23,560,102,"1,15000","1,15000","1,1875","1,15000","1,15000",,,,,,,,,,1,63,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b2eb7349035754953b57a32e2841bda5,2026-07-23,306,107,"700,70000","700,70000","700,20000","700,25000","700,70000","700,70000","700,70000",,,,,,,,1,18,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b6d767d2f8ed5d21a44b0e5886680cb9,2026-07-23,22,101,"300,30000","300,30000","300,3750","300,2750","300,30000","300,7500","300,2750","300,6000","300,2750","300,1000","0,0","1,300","0,0","30,2750",1,25,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b73dfe25b4b8714c029b37a6ad3006fa,2026-07-23,620,121,"0,0","0,0","0,0",,,,,,,,,,,,1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b9228e0962a78b84f3d5d92f4faa000b,2026-07-23,412,103,"100,50000","100,50000","100,25000","100,10000","100,6250","100,4550","100,2950","100,1450",,,,,,,1,46,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
bd4c9ab730f5513206b999ec0d90d1fb,2026-07-23,161,102,"100,5000","100,5000","100,650","100,5000","100,5000",,,,,,,,,,1,19,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
bd686fd640be98efaae0091fa301e613,2026-07-23,193,102,"10,100000","10,100000","10,12500","10,100000","10,100000",,,,,,,,,,1,11,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c5ff2543b53f4cc0ad3819a36752467b,2026-07-23,347,113,"10000,1000000","10000,1000000","10000,200000","10000,20000",,,,,,,,,,,1,15,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c9e1074f5b3f9fc8ea15d152add07294,2026-07-23,104,105,"30000,3000000","30000,3000000","30000,600000",,,,,,,,,,,,1,28,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
cfa0860e83a4c3a763a7e62d825349f7,2026-07-23,259,111,"1000,100000","1000,100000","1000,50000","1000,7500","1000,6000","500,500","500,500",,,,,,,,1,15,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d1f255a373a3cef72e03aa9d980c7eca,2026-07-23,418,105,"100,20000","100,20000","100,4000",,,,,,,,,,,,1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d1fe173d08e959397adf34b1d77e88d7,2026-07-23,79,102,"500000,50000000","500000,50000000","500000,6250000","500000,50000000","500000,50000000",,,,,,,,,,1,45,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d296c101daa88a51f6ca8cfc1ac79b50,2026-07-23,296,106,"1400,140000","1400,140000","1400,20000","1400,10000","1400,7000",,,,,,,,,,1,22,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
db85e2590b6109813dafa101ceb2faeb,2026-07-23,566,107,"1,15000","1,15000","1,3750","1,5250","1,15000","1,15000","1,15000",,,,,,,,1,44,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
dd77279f7d325eec933f05b1672f6a1f,2026-07-23,1116,103,"3000,300000","3000,300000","3000,150000","3000,60000","3000,37500","3000,30000","3000,20000","3000,10000",,,,,,,1,27,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
e56954b4f6347e897f954495eab16a88,2026-07-23,265,101,"700,70000","700,70000","100,10000","700,10000","700,70000","700,17500","700,10000","700,14000","700,10000","70,233","0,0","1,700","0,0","100,10000",1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
e8c0653fea13f91bf3c48159f7c24f78,2026-07-23,505,102,"1,2500","1,2500","1,350","1,2500","1,2500",,,,,,,,,,1,66,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
ef0d3930a7b6c95bd2b32ed45989c61f,2026-07-23,299,106,"700,70000","700,70000","700,10000","700,5000","700,3500",,,,,,,,,,1,18,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
efe937780e95574250dabe07151bdc23,2026-07-23,351,102,"20,50000","20,50000","20,7500","20,50000","20,50000",,,,,,,,,,1,13,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
f340f1b1f65b6df5b5e3f94d95b11daf,2026-07-23,241,108,"5000000,500000000","5000000,500000000","5000000,16666666","5000000,50000000",,,,,,,,,,,1,38,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
f4b9ec30ad9f68f89b29639786cb62ef,2026-07-23,94,104,"10000,1000000","10000,1000000","10000,500000","10000,200000","10000,200000","10000,150000","10000,100000","10000,100000","10000,100000","10000,50000","10000,50000","10000,20000","10000,20000","10000,10000",1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
f770b62bc8f42a0b66751fe636fc6eb0,2026-07-23,482,112,"5,1000","5,1000",,,,,,,,,,,,,1,4,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
f85454e8279be180185cac7d243c5eb3,2026-07-23,422,106,"100,20000","100,20000","100,2500","100,1250","100,1000",,,,,,,,,,1,33,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
faa9afea49ef2ff029a833cccc778fd0,2026-07-23,423,106,"100,30000","100,30000","100,3750","100,3000","100,1500",,,,,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
fbd7939d674997cdb4692d34de8633c4,2026-07-23,76,102,"100000,10000000","100000,10000000","100000,1250000","100000,10000000","100000,10000000",,,,,,,,,,1,42,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
05049e90fa4f5039a8cadc6acbb4b2cc,2026-07-23,367,105,"100,300000","100,300000","20,5000",,,,,,,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
051e4e127b92f5d98d3c79b195f2b291,2026-07-23,629,105,"3000000,300000000","3000000,300000000","3000000,60000000",,,,,,,,,,,,1,33,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
05f971b5ec196b8c65b75d2ef8267331,2026-07-23,498,101,"1,2500","1,2500","1,350","1,250","1,2500","1,625","1,250","1,500","1,250","1,83","0,0","1,25","0,0",,1,73,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
069d3bb002acd8d7dd095917f9efe4cb,2026-07-23,580,113,"1,2500","1,2500","1,500","1,50",,,,,,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
072b030ba126b2f4b2374f342be9ed44,2026-07-23,60,101,"1500,150000","1500,150000","1500,20000","1500,15000","1500,150000","1500,37500","1500,15000","1500,30000","1500,15000","150,5000","0,0","1,1500","0,0","150,15000",1,37,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
0d0fd7c6e093f7b804fa0150b875b868,2026-07-23,408,102,"100,50000","100,50000","100,6250","100,50000","100,50000",,,,,,,,,,1,57,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
0deb1c54814305ca9ad266f53bc82511,2026-07-23,413,103,"200,100000","200,100000","200,50000","200,20000","200,12500","200,9500","200,6000","200,3000",,,,,,,1,47,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
0e01938fc48a2cfb5f2217fbfb00722d,2026-07-23,285,104,"700,70000","700,70000","700,35000","700,14000","700,12000","700,9000","700,6000","700,5000","700,4000","700,3000","700,2500","700,1500","700,1500","500,500",1,26,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
0f28b5d49b3020afeecd95b4009adf4c,2026-07-23,141,110,"50000,5000000","50000,5000000","50000,5000000","50000,500000","50000,500000","50000,500000","50000,500000","50000,500000","50000,250000","50000,250000","50000,150000","50000,150000","50000,100000","50000,50000",1,28,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
0f49c89d1e7298bb9930789c8ed59d48,2026-07-23,283,104,"700000,70000000","700000,70000000","700000,35000000","700000,14000000","700000,12000000","700000,9000000","700000,6000000","700000,5000000","700000,4000000","700000,3000000","700000,2500000","700000,1400000","700000,1200000","500000,500000",1,44,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
10a7cdd970fe135cf4f7bb55c0e3b59f,2026-07-23,512,103,"1,10000","1,10000","1,5000","1,2000","1,1250","1,950","1,600","1,300",,,,,,,1,53,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
11b921ef080f7736089c757404650e40,2026-07-23,556,111,"2,50000","2,50000","2,2500","2,3750","2,3000","2,250","2,250",,,,,,,,1,36,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
12cda74722ca228f321e38329795ac41,2026-07-23,99108,108,"1,100","1,100","1,33","1,10",,,,,,,,,,,0,53,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
138bb0696595b338afbab333c555292a,2026-07-23,353,104,"20,50000","20,50000","20,20000","20,12000","20,10000","20,7500","20,5000","20,3000","20,3000","20,2000","20,2000","20,1000","20,1000","20,300",1,13,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
13fe9d84310e77f13a6d184dbf1232f3,2026-07-23,224,108,"100,10000","100,10000","100,3333","100,1000",,,,,,,,,,,1,13,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
1728efbda81692282ba642aafd57be3a,2026-07-23,564,106,"1,15000","1,15000","1,1875","1,1500","1,750",,,,,,,,,,1,41,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
182be0c5cdcd5072bb1864cdee4d3d6e,2026-07-23,33,102,"500,50000","500,50000","500,6250","500,50000","500,50000",,,,,,,,,,1,25,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
1a5b1e4daae265b790965a275b53ae50,2026-07-23,446,110,"100,30000","100,30000","100,30000","100,3000","100,3000","100,3000","100,3000","100,3000","100,1500","100,900","100,900","100,900","100,600",,1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
1d7f7abc18fcb43975065399b0d1e48e,2026-07-23,154,101,"50,2500","50,2500","50,350","50,250","50,2500","50,625","50,250","50,500","50,250","50,83","0,0","1,25","0,0","5,250",1,17,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
2050e03ca119580f74cca14cc6e97462,2026-07-23,473,101,"5,1000","5,1000","5,150","5,100","5,1000","5,250","5,100","5,200","5,100","5,33","0,0","5,10","0,0",,1,5,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
2421fcb1263b9530df88f7f002e78ea5,2026-07-23,436,112,"100,30000","100,30000",,,,,,,,,,,,,1,20,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
250cf8b51c773f3f8dc8b4be867a9a02,2026-07-23,456,112,"200,20000","200,20000",,,,,,,,,,,,,1,25,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
25b2822c2f5a3230abfadd476e8b04c9,2026-07-23,425,106,"200,100000","200,100000","200,12500","200,10000","200,5000",,,,,,,,,,1,36,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
26337353b7962f533d78c762373b3318,2026-07-23,470,111,"10,50000","10,50000","10,2500","10,3750","10,3000","10,250","10,250",,,,,,,,1,33,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
26e359e83860db1d11b6acca57d8ea88,2026-07-23,298,106,"70,7000","70,7000","70,1000","70,500","70,500",,,,,,,,,,1,14,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
2d6cc4b2d139a53512fb8cbb3086ae2e,2026-07-23,507,106,"1,30000","1,30000","1,3750","1,3000","1,1500",,,,,,,,,,1,46,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
33e75ff09dd601bbe69f351039152189,2026-07-23,28,104,"300,30000","300,30000","300,15000","300,6000","300,5000","300,3750","300,2500","300,2150","300,1700","300,1250","300,1000","300,600","300,500","200,200",1,23,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
37f0e884fbad9667e38940169d0a3c95,2026-07-23,529,106,"1000,3000000","1000,3000000","1000,375000","1000,187500","1000,75000",,,,,,,,,,1,44,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
389bc7bb1e1c2a5e7e147703232a88f6,2026-07-23,508,102,"1,10000","1,10000","1,1250","1,10000","1,10000",,,,,,,,,,1,64,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
43ec517d68b6edd3015b3edc9a11367b,2026-07-23,81,102,"2000000,200000000","2000000,200000000","2000000,25000000","2000000,200000000","2000000,200000000",,,,,,,,,,1,48,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
44f683a84163b3523afe57c2e008bc8c,2026-07-23,62,101,"30000,3000000","30000,3000000","30000,400000","30000,300000","30000,3000000","30000,750000","30000,300000","30000,600000","30000,300000","30000,100000","0,0","1,30000","0,0","5000,300000",1,46,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
45c48cce2e2d7fbdea1afc51c7c6ad26,2026-07-23,9,103,"1,100","1,100","1,50","1,40","1,20","1,10","1,10","1,3",,,,,,,1,2,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
46922a0880a8f11f8f69cbb52b1396be,2026-07-23,582,128,"5,500","5,500",,,,,,,,,,,,,1,5,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
4f4adcbf8c6f66dcfc8a3282ac2bf10a,2026-07-23,404,101,"100,50000","100,50000","100,6250","100,4550","100,50000","100,12500","100,4550","100,10000","100,4550","100,1666","0,0","1,500","0,0",,1,64,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
54229abfcfa5649e7003b83dd4755294,2026-07-23,91,103,"500000,50000000","500000,50000000","500000,25000000","500000,10000000","500000,6250000","500000,4550000","500000,2950000","500000,1450000",,,,,,,1,38,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
559cb990c9dffd8675f6bc2186971dc2,2026-07-23,491,108,"5,2000","5,2000","5,666","5,200",,,,,,,,,,,1,6,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
577ef1154f3240ad5b9b413aa7346a1e,2026-07-23,235,108,"50000,5000000","50000,5000000","50000,1666666","50000,500000",,,,,,,,,,,1,29,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
5e9f92a01c986bafcabbafd145520b13,2026-07-23,645,107,"10,20000","10,20000","10,5000","10,7500","10,20000","10,20000","10,20000",,,,,,,,1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
642e92efb79421734881b53e1e1b18b6,2026-07-23,48,105,"10,1000","10,1000","10,200",,,,,,,,,,,,1,8,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
6855456e2fe46a9d49d3d3af4f57443d,2026-07-23,336,112,"5000,500000","5000,500000",,,,,,,,,,,,,1,14,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
6883966fd8f918a4aa29be29d2c386fb,2026-07-23,294,105,"700000,70000000","700000,70000000","700000,14000000",,,,,,,,,,,,1,32,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
6faa8040da20ef399b63a72d0e4ab575,2026-07-23,329,111,"700000,70000000","700000,70000000","700000,35000000","700000,10000000","700000,8750000","700000,700000","700000,700000",,,,,,,,1,26,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
758874998f5bd0c393da094e1967a72b,2026-07-23,314,108,"70000,7000000","70000,7000000","70000,2500000","70000,700000",,,,,,,,,,,1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
766ebcd59621e305170616ba3d3dac32,2026-07-23,587,128,"500,50000","500,50000",,,,,,,,,,,,,1,14,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
7f39f8317fbdb1988ef4c628eba02591,2026-07-23,61,101,"10000,1000000","10000,1000000","10000,150000","10000,100000","10000,1000000","10000,250000","10000,100000","10000,200000","10000,100000","10000,33333","0,0","1,10000","0,0","1000,100000",1,44,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
7f6ffaa6bb0b408017b62254211691b5,2026-07-23,112,107,"30,3000","30,3000","30,750","30,1000","30,3000","30,3000","30,3000",,,,,,,,1,12,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8e98d81f8217304975ccb23337bb5761,2026-07-23,307,107,"70000,7000000","70000,7000000","70000,1750000","70000,2500000","70000,7000000","70000,7000000","70000,7000000",,,,,,,,1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
8fe0093bb30d6f8c31474bd0764e6ac0,2026-07-23,416,104,"100,50000","100,50000","100,25000","100,10000","100,8350","100,6250","100,4200","100,3600","100,2800","100,2100","100,1700","100,1000","100,850","100,350",1,51,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
918317b57931b6b7a7d29490fe5ec9f9,2026-07-23,287,104,"1100,110000","1100,110000","1100,55000","1100,22000","1100,20000","1100,15000","1100,10000","1100,8000","1100,6000","1100,5000","1100,4000","1100,2000","1100,2000","1000,1000",1,29,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
92c8c96e4c37100777c7190b76d28233,2026-07-23,280,103,"70000,7000000","70000,7000000","70000,3500000","70000,1400000","70000,900000","70000,650000","70000,420000","70000,200000",,,,,,,1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
92cc227532d17e56e07902b254dfad10,2026-07-23,92,103,"2000000,200000000","2000000,200000000","2000000,100000000","2000000,40000000","2000000,25000000","2000000,19000000","2000000,12000000","2000000,6000000",,,,,,,1,40,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
97e8527feaf77a97fc38f34216141515,2026-07-23,544,108,"1,10000","1,10000","1,3333","1,1000",,,,,,,,,,,1,50,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9b04d152845ec0a378394003c96da594,2026-07-23,231,108,"5000,500000","5000,500000","5000,166666","5000,50000",,,,,,,,,,,1,25,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9b70e8fe62e40c570a322f1b0b659098,2026-07-23,448,110,"200,100000","200,100000","200,100000","200,10000","200,10000","200,10000","200,10000","200,10000","200,5000","200,3000","200,3000","200,3000","200,2000",,1,37,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9be40cee5b0eee1462c82c6964087ff9,2026-07-23,365,103,"100,300000","100,300000","100,5000","100,5000","100,5000","100,5000","100,2000","100,2000",,,,,,,1,43,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9cf81d8026a9018052c429cc4e56739b,2026-07-23,604,101,"1000,20000","1000,20000","1000,2500","1000,1900","1000,20000","1000,5000","1000,1900","1000,4000","1000,1900","100,666","0,0","1,200","0,0",,1,32,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9f61408e3afb633e50cdf1b20de6f466,2026-07-23,56,105,"30,3000","30,3000","30,600",,,,,,,,,,,,1,12,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
9fd81843ad7f202f26c1a174c7357585,2026-07-23,297,106,"3400,340000","3400,340000","3400,45000","3400,22000","3400,17000",,,,,,,,,,1,24,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a4f23670e1833f3fdb077ca70bbd5d66,2026-07-23,260,117,"1,10","1,10",,,,,,,,,,,,,1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
a86c450b76fb8c371afead6410d55534,2026-07-23,570,111,"1,15000","1,15000","1,7500","1,1125","1,900","1,75","1,75",,,,,,,,1,37,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b337e84de8752b27eda3a12363109e80,2026-07-23,504,105,"1,30000","1,30000","1,6000",,,,,,,,,,,,1,41,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b3967a0e938dc2a6340e258630febd5a,2026-07-23,344,113,"500,50000","500,50000","500,10000","500,1000",,,,,,,,,,,1,11,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b3e3e393c77e35a4a3f3cbd1e429b5dc,2026-07-23,153,101,"30,1500","30,1500","30,200","30,150","30,1500","30,375","30,150","30,300","30,150","30,50","0,0","1,15","0,0","5,150",1,14,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b534ba68236ba543ae44b22bd110a1d6,2026-07-23,496,113,"5,500","5,500","5,100","5,10",,,,,,,,,,,1,3,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
b5b41fac0361d157d9673ecb926af5ae,2026-07-23,502,104,"1,30000","1,30000","1,15000","1,6000","1,5000","1,3750","1,2500","1,2150","1,1700","1,1250","1,1000","1,600","1,500","1,200",1,54,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c0e190d8267e36708f955d7ab048990d,2026-07-23,219,111,"30,3000","30,3000","30,1500","30,225","30,180","15,15","15,15",,,,,,,,1,6,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c16a5320fa475530d9583c34fd356ef5,2026-07-23,31,101,"1000,100000","1000,100000","1000,12500","1000,9100","1000,100000","1000,25000","1000,9100","1000,20000","1000,5000","100,3333","0,0","1,1000","0,0","100,9100",1,34,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c3c59e5f8b3e9753913f4d435b53c308,2026-07-23,488,105,"5,2000","5,2000","5,400",,,,,,,,,,,,1,6,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c51ce410c124a10e0db5e4b97fc2af39,2026-07-23,13,103,"100,10000","100,10000","100,5000","100,2000","100,1250","100,950","100,600","100,300",,,,,,,1,17,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c5ab0bc60ac7929182aadd08703f1ec6,2026-07-23,636,104,"20,2000","20,2000","20,1000","20,400","20,340","20,250","20,170","20,150","20,120","20,90","20,75","20,40","20,40","20,20",1,0,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
c9892a989183de32e976c6f04e700201,2026-07-23,571,112,"1,15000","1,15000",,,,,,,,,,,,,1,30,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d395771085aab05244a4fb8fd91bf4ee,2026-07-23,279,103,"70,7000","70,7000","70,3500","70,1500","70,1000","70,1000","70,500","70,200",,,,,,,1,16,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d3d9446802a44259755d38e6d163e820,2026-07-23,10,103,"10,1000","10,1000","10,500","10,200","10,150","10,100","10,100","10,30",,,,,,,1,9,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d490d7b4576290fa60eb31b5fc917ad1,2026-07-23,600,128,"5,5000","5,5000",,,,,,,,,,,,,1,6,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d645920e395fedad7bbbed0eca3fe2e0,2026-07-23,40,102,"5000,500000","5000,500000","5000,62500","5000,500000","5000,500000",,,,,,,,,,1,35,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
d947bf06a885db0d477d707121934ff8,2026-07-23,274,102,"70000,7000000","70000,7000000","70000,900000","70000,7000000","70000,7000000",,,,,,,,,,1,41,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
dbe272bab69f8e13f14b405e038deb64,2026-07-23,592,128,"50000,5000000","50000,5000000",,,,,,,,,,,,,1,19,a168,bet_limit_default,ods_a168_bet_limit_default,2026-07-23 04:05:14
